@relation training

@attribute 'PLAYER1' numeric
@attribute 'PLAYER2' numeric
@attribute 'P2ACE' numeric
@attribute 'P1NETPOINTWON' numeric
@attribute 'P1BREAKPOINTWON' numeric
@attribute 'P1ACE' numeric
@attribute 'P1FIRSTSRVWON' numeric
@attribute 'P1FIRSTSRVIN' numeric
@attribute 'P2UNFERR' numeric
@attribute 'P1DOUBLEFAULT' numeric
@attribute 'P2NETPOINT' numeric
@attribute 'P1FORCEDERROR' numeric
@attribute 'P2BREAKPOINTMISSED' numeric
@attribute 'P2NETPOINTWON' numeric
@attribute 'P2DOUBLEFAULT' numeric
@attribute 'P2SECONDSRVIN' numeric
@attribute 'P2FIRSTSRVIN' numeric
@attribute 'P2SECONDSRVWON' numeric
@attribute 'P2WINNER' numeric
@attribute 'P2BREAKPOINTWON' numeric
@attribute 'P1SECONDSRVIN' numeric
@attribute 'P1WINNER' numeric
@attribute 'P2GAMESWON' numeric
@attribute 'P2BREAKPOINT' numeric
@attribute 'P2FORCEDERROR' numeric
@attribute 'P1GAMESWON' numeric
@attribute 'P1NETPOINT' numeric
@attribute 'P1BREAKPOINTMISSED' numeric
@attribute 'P1UNFERR' numeric
@attribute 'P2FIRSTSRVWON' numeric
@attribute 'P1BREAKPOINT' numeric
@attribute 'P1SECONDSRVWON' numeric
@attribute 'SURFACE' string
@attribute 'WINNER' {1,2}

@data
1,2,6,7,4,8,0,0,44,3,7,0,13,6,2,0,0,0,37,5,0,27,467,13,0,418,10,7,45,0,7,0,HARD,2
1,2,1,6,7,6,0,0,27,1,13,0,14,9,5,0,0,0,27,4,0,19,314,14,0,282,8,10,18,0,10,0,HARD,1
1,2,3,10,6,2,0,0,22,4,6,0,9,4,4,0,0,0,14,8,0,23,335,9,0,267,16,11,35,0,11,0,HARD,2
1,2,2,1,4,0,0,0,43,0,8,0,1,5,4,0,0,0,14,0,0,10,133,1,0,243,2,10,19,0,10,0,HARD,1
1,2,7,5,0,2,0,0,4,5,3,0,6,2,2,0,0,0,14,5,0,12,224,6,0,67,8,0,32,0,0,0,HARD,2
1,2,0,3,3,0,0,0,23,3,8,0,7,5,0,0,0,0,15,6,0,8,315,7,0,158,7,5,36,0,5,0,HARD,2
1,2,1,7,5,4,0,0,11,2,4,0,5,4,0,0,0,0,6,2,0,39,145,5,0,299,9,9,36,0,9,0,HARD,1
1,2,0,13,5,3,0,0,25,0,5,0,1,3,5,0,0,0,7,0,0,20,80,1,0,207,19,12,18,0,12,0,HARD,1
1,2,5,5,5,1,0,0,56,4,19,0,14,16,8,0,0,0,50,5,0,21,505,14,0,414,7,12,26,0,12,0,HARD,1
1,2,7,0,0,2,0,0,24,10,12,0,8,9,6,0,0,0,28,4,0,11,320,8,0,80,1,7,26,0,7,0,HARD,2
1,2,2,8,4,6,0,0,31,5,30,0,11,20,6,0,0,0,41,4,0,30,232,11,0,351,10,7,17,0,7,0,HARD,1
1,2,2,5,4,4,0,0,31,3,1,0,0,1,4,0,0,0,9,0,0,15,96,0,0,254,5,8,16,0,8,0,HARD,1
1,2,2,8,2,2,0,0,30,1,9,0,6,8,3,0,0,0,33,3,0,17,468,6,0,389,10,6,21,0,6,0,HARD,2
1,2,3,7,5,4,0,0,40,6,15,0,12,12,8,0,0,0,32,4,0,28,342,12,0,366,8,16,27,0,16,0,HARD,1
1,2,1,2,5,6,0,0,26,6,2,0,8,0,3,0,0,0,10,1,0,20,75,8,0,237,3,8,19,0,8,0,HARD,1
1,2,6,10,2,4,0,0,24,7,2,0,5,1,2,0,0,0,20,4,0,24,421,5,0,340,13,8,43,0,8,0,HARD,2
1,2,3,2,8,1,0,0,54,6,6,0,10,4,5,0,0,0,36,6,0,23,540,10,0,556,4,16,37,0,16,0,HARD,1
1,2,4,5,1,1,0,0,16,4,12,0,8,7,1,0,0,0,18,5,0,15,263,8,0,182,7,3,31,0,3,0,HARD,2
1,2,3,4,0,1,0,0,14,3,1,0,9,1,2,0,0,0,13,5,0,5,210,9,0,36,7,2,25,0,2,0,HARD,2
1,2,1,3,4,0,0,0,28,1,11,0,2,5,2,0,0,0,12,1,0,17,130,2,0,286,6,5,19,0,5,0,HARD,1
1,2,0,5,1,5,0,0,30,2,7,0,7,6,6,0,0,0,21,3,0,14,311,7,0,215,11,6,27,0,6,0,HARD,2
1,2,2,3,4,5,0,0,34,13,4,0,7,4,3,0,0,0,13,2,0,27,329,7,0,456,7,12,47,0,12,0,HARD,1
1,2,5,5,2,4,0,0,28,8,4,0,8,2,9,0,0,0,29,4,0,18,405,8,0,201,6,6,30,0,6,0,HARD,2
1,2,0,18,7,9,0,0,33,1,12,0,8,9,6,0,0,0,27,3,0,38,293,8,0,449,30,11,31,0,11,0,HARD,1
1,2,0,4,1,0,0,0,16,2,16,0,12,10,2,0,0,0,15,6,0,9,218,12,0,78,5,2,30,0,2,0,HARD,2
1,2,1,12,5,5,0,0,24,5,3,0,4,3,4,0,0,0,17,2,0,27,214,4,0,335,16,12,21,0,12,0,HARD,1
1,2,0,4,3,2,0,0,32,5,17,0,5,15,7,0,0,0,27,5,0,13,396,5,0,342,5,10,29,0,10,0,HARD,2
1,2,2,3,4,10,0,0,20,2,3,0,1,3,8,0,0,0,9,0,0,24,61,1,0,282,4,7,19,0,7,0,HARD,1
1,2,1,13,5,4,0,0,19,3,5,0,1,4,2,0,0,0,5,0,0,23,64,1,0,219,16,13,15,0,13,0,HARD,1
1,2,2,5,2,0,0,0,17,3,1,0,7,0,2,0,0,0,16,6,0,10,261,7,0,49,8,3,29,0,3,0,HARD,2
1,2,3,9,7,0,0,0,43,4,10,0,16,6,1,0,0,0,30,8,0,19,591,16,0,546,14,10,48,0,10,0,HARD,1
1,2,0,6,6,1,0,0,29,0,12,0,1,10,7,0,0,0,17,1,0,15,88,1,0,241,9,19,15,0,19,0,HARD,1
1,2,2,2,5,4,0,0,42,2,16,0,9,13,1,0,0,0,27,3,0,25,424,9,0,471,6,10,25,0,10,0,HARD,1
1,2,2,2,5,4,0,0,19,2,4,0,2,3,5,0,0,0,12,2,0,30,267,2,0,359,5,7,31,0,7,0,HARD,1
1,2,0,7,5,4,0,0,40,6,6,0,4,4,2,0,0,0,18,2,0,18,205,4,0,393,11,13,28,0,13,0,HARD,1
1,2,10,11,7,0,0,0,56,6,31,0,6,17,6,0,0,0,43,5,0,8,295,6,0,278,13,14,18,0,14,0,HARD,1
1,2,4,2,4,3,0,0,24,1,16,0,2,11,2,0,0,0,23,1,0,22,207,2,0,244,3,13,10,0,13,0,HARD,1
1,2,4,3,0,3,0,0,8,3,2,0,10,1,2,0,0,0,15,5,0,14,260,10,0,54,6,2,30,0,2,0,HARD,2
1,2,5,3,2,9,0,0,38,0,15,0,0,11,6,0,0,0,19,0,0,21,207,0,0,281,3,6,14,0,6,0,HARD,1
1,2,1,0,6,9,0,0,18,4,2,0,1,1,3,0,0,0,7,1,0,25,62,1,0,174,1,6,14,0,6,0,HARD,1
1,2,0,9,2,1,0,0,19,4,2,0,15,1,3,0,0,0,10,6,0,23,338,15,0,214,10,2,47,0,2,0,HARD,2
1,2,3,7,6,0,0,0,67,5,30,0,17,22,13,0,0,0,50,7,0,19,751,17,0,658,10,10,30,0,10,0,HARD,1
1,2,0,2,6,1,0,0,73,9,32,0,12,18,12,0,0,0,28,5,0,5,493,12,0,349,5,13,29,0,13,0,HARD,1
1,2,2,6,6,3,0,0,67,9,6,0,20,6,12,0,0,0,34,7,0,20,811,20,0,717,7,9,55,0,9,0,HARD,2
1,2,0,11,5,1,0,0,26,1,18,0,2,13,1,0,0,0,18,1,0,18,229,2,0,272,14,8,13,0,8,0,HARD,1
1,2,2,2,3,3,0,0,29,3,15,0,12,11,3,0,0,0,15,5,0,17,276,12,0,154,2,6,37,0,6,0,HARD,2
1,2,3,8,5,3,0,0,44,3,13,0,6,7,6,0,0,0,25,3,0,25,405,6,0,423,10,10,36,0,10,0,HARD,1
1,2,7,6,3,5,0,0,24,2,8,0,8,7,3,0,0,0,19,5,0,22,390,8,0,349,7,5,36,0,5,0,HARD,2
1,2,0,15,2,1,0,0,18,2,17,0,11,9,1,0,0,0,15,5,0,17,269,11,0,138,24,8,30,0,8,0,HARD,2
1,2,2,3,4,10,0,0,19,2,1,0,6,0,2,0,0,0,10,1,0,25,173,6,0,306,10,7,21,0,7,0,HARD,1
1,2,6,10,1,3,0,0,40,2,20,0,9,14,3,0,0,0,46,4,0,21,600,9,0,515,13,4,30,0,4,0,HARD,2
1,2,1,2,2,0,0,0,16,5,4,0,10,3,3,0,0,0,14,5,0,15,274,10,0,164,4,3,28,0,3,0,HARD,2
1,2,0,2,5,4,0,0,31,2,3,0,3,3,1,0,0,0,7,1,0,18,109,3,0,314,4,8,23,0,8,0,HARD,1
1,2,2,8,4,5,0,0,43,6,6,0,16,5,7,0,0,0,21,6,0,17,533,16,0,438,10,10,50,0,10,0,HARD,1
1,2,1,9,6,2,0,0,34,1,11,0,4,4,3,0,0,0,9,4,0,17,239,4,0,320,10,9,35,0,9,0,HARD,1
1,2,0,3,7,4,0,0,29,4,18,0,5,6,6,0,0,0,18,4,0,21,220,5,0,274,4,13,16,0,13,0,HARD,1
1,2,4,3,6,3,0,0,45,4,9,0,4,5,6,0,0,0,22,2,0,14,217,4,0,313,4,15,10,0,15,0,HARD,1
1,2,0,4,7,1,0,0,43,3,17,0,7,13,2,0,0,0,19,5,0,12,366,7,0,321,9,9,33,0,9,0,HARD,1
1,2,1,6,2,0,0,0,20,3,5,0,6,3,3,0,0,0,18,6,0,9,266,6,0,148,8,4,32,0,4,0,HARD,2
1,2,1,0,0,0,0,0,20,0,9,0,9,7,1,0,0,0,20,5,0,2,246,9,0,9,3,1,23,0,1,0,HARD,2
1,2,0,6,4,0,0,0,35,5,12,0,14,12,8,0,0,0,35,6,0,11,449,14,0,329,11,6,23,0,6,0,HARD,2
1,2,0,11,6,5,0,0,49,2,18,0,5,11,7,0,0,0,39,3,0,25,319,5,0,463,17,9,19,0,9,0,HARD,1
1,2,2,13,7,5,0,0,37,7,13,0,16,10,6,0,0,0,17,5,0,33,422,16,0,526,18,10,56,0,10,0,HARD,1
1,2,0,10,4,1,0,0,27,0,16,0,3,9,4,0,0,0,12,2,0,24,277,3,0,351,12,9,32,0,9,0,HARD,1
1,2,0,3,1,0,0,0,13,5,17,0,14,14,2,0,0,0,20,7,0,5,210,14,0,36,4,2,18,0,2,0,HARD,2
1,2,1,10,2,13,0,0,27,4,12,0,14,9,2,0,0,0,33,4,0,22,432,14,0,318,14,3,31,0,3,0,HARD,2
1,2,6,5,1,0,0,0,28,3,12,0,11,10,1,0,0,0,29,6,0,11,463,11,0,312,9,2,47,0,2,0,HARD,2
1,2,0,8,5,1,0,0,11,1,4,0,4,3,1,0,0,0,4,0,0,18,67,4,0,213,14,7,14,0,7,0,HARD,1
1,2,8,3,5,1,0,0,37,4,23,0,18,15,2,0,0,0,43,8,0,25,434,18,0,338,9,6,35,0,6,0,HARD,2
1,2,0,20,4,2,0,0,28,2,3,0,13,3,4,0,0,0,22,6,0,23,296,13,0,232,29,8,43,0,8,0,HARD,2
1,2,3,2,7,1,0,0,45,5,10,0,10,8,8,0,0,0,27,5,0,16,239,10,0,424,2,14,28,0,14,0,HARD,1
1,2,3,3,4,2,0,0,44,1,13,0,6,6,3,0,0,0,23,0,0,9,164,6,0,269,6,9,15,0,9,0,HARD,1
1,2,3,5,0,0,0,0,20,0,15,0,14,12,7,0,0,0,20,3,0,20,383,14,0,150,6,2,32,0,2,0,HARD,2
1,2,2,12,5,1,0,0,37,4,23,0,13,18,6,0,0,0,47,7,0,34,650,13,0,448,17,12,35,0,12,0,HARD,2
1,2,3,7,5,1,0,0,27,1,2,0,4,2,5,0,0,0,14,1,0,23,40,4,0,313,10,8,17,0,8,0,HARD,1
1,2,0,1,1,2,0,0,16,1,4,0,9,3,3,0,0,0,17,5,0,9,251,9,0,62,4,3,25,0,3,0,HARD,2
1,2,0,14,6,1,0,0,47,1,30,0,5,19,5,0,0,0,33,2,0,23,194,5,0,398,18,16,15,0,16,0,HARD,1
1,2,4,4,3,2,0,0,23,2,14,0,10,11,5,0,0,0,35,6,0,10,287,10,0,168,5,7,14,0,7,0,HARD,2
1,2,2,12,6,0,0,0,24,2,9,0,9,4,2,0,0,0,12,1,0,21,63,9,0,276,14,9,20,0,9,0,HARD,1
1,2,0,8,5,2,0,0,28,3,3,0,3,2,7,0,0,0,11,2,0,34,275,3,0,423,12,10,30,0,10,0,HARD,1
1,2,12,12,4,8,0,0,36,3,8,0,3,4,3,0,0,0,22,0,0,30,277,3,0,428,15,8,29,0,8,0,HARD,1
1,2,5,22,6,5,0,0,66,4,23,0,14,20,6,0,0,0,52,5,0,43,630,14,0,605,31,12,47,0,12,0,HARD,1
1,2,13,11,3,6,0,0,46,4,15,0,14,11,6,0,0,0,54,6,0,36,517,14,0,578,13,9,46,0,9,0,HARD,2
1,2,5,9,2,31,0,0,14,3,25,0,1,17,2,0,0,0,35,0,0,57,469,1,0,559,15,7,18,0,7,0,HARD,1
1,2,29,10,0,7,0,0,46,1,31,0,8,22,3,0,0,0,62,1,0,31,724,8,0,695,15,9,18,0,9,0,HARD,2
1,2,9,19,2,12,0,0,55,6,16,0,9,12,6,0,0,0,33,4,0,55,772,9,0,787,25,22,78,0,22,0,HARD,2
1,2,12,40,7,26,0,0,65,6,33,0,8,23,8,0,0,0,53,4,0,61,875,8,0,986,68,22,56,0,22,0,HARD,1
1,2,26,18,6,3,0,0,63,6,6,0,15,3,13,0,0,0,52,6,0,36,741,15,0,718,29,11,54,0,11,0,HARD,2
1,2,23,39,2,7,0,0,32,6,19,0,12,16,7,0,0,0,58,5,0,55,688,12,0,686,61,11,45,0,11,0,HARD,2
1,2,17,7,2,14,0,0,32,1,17,0,8,12,2,0,0,0,49,5,0,34,665,8,0,592,14,5,37,0,5,0,HARD,2
1,2,8,13,7,8,0,0,62,4,15,0,8,9,5,0,0,0,39,4,0,26,347,8,0,487,15,19,19,0,19,0,HARD,1
1,2,30,9,0,5,0,0,30,8,16,0,2,13,3,0,0,0,48,1,0,25,603,2,0,498,10,1,25,0,1,0,HARD,2
1,2,3,12,5,8,0,0,28,3,16,0,2,11,6,0,0,0,16,0,0,34,180,2,0,495,18,10,30,0,10,0,HARD,1
1,2,5,13,0,13,0,0,11,3,7,0,9,4,0,0,0,0,11,4,0,26,349,9,0,253,25,0,40,0,0,0,HARD,2
1,2,20,16,3,24,0,0,39,7,18,0,8,13,5,0,0,0,58,4,0,51,695,8,0,706,23,14,47,0,14,0,HARD,2
1,2,3,11,5,2,0,0,77,3,15,0,9,11,10,0,0,0,41,2,0,13,457,9,0,577,14,11,37,0,11,0,HARD,1
1,2,4,7,8,4,0,0,59,5,17,0,4,7,4,0,0,0,29,1,0,25,382,4,0,562,11,10,26,0,10,0,HARD,1
1,2,5,10,1,10,0,0,17,3,9,0,8,9,2,0,0,0,29,6,0,23,323,8,0,219,14,3,31,0,3,0,HARD,2
1,2,4,6,6,5,0,0,35,2,16,0,3,6,1,0,0,0,9,1,0,26,110,3,0,409,8,12,19,0,12,0,HARD,1
1,2,17,9,0,5,0,0,35,4,22,0,9,14,4,0,0,0,49,4,0,22,502,9,0,377,17,1,26,0,1,0,HARD,2
1,2,7,13,6,10,0,0,70,7,11,0,12,9,5,0,0,0,50,3,0,27,610,12,0,499,16,11,40,0,11,0,HARD,1
1,2,11,9,3,15,0,0,21,6,7,0,17,6,1,0,0,0,30,6,0,40,626,17,0,499,11,10,50,0,10,0,HARD,2
1,2,7,13,5,7,0,0,26,4,4,0,8,3,3,0,0,0,20,3,0,32,370,8,0,544,15,8,27,0,8,0,HARD,1
1,2,14,20,1,6,0,0,28,5,20,0,6,11,2,0,0,0,42,4,0,23,543,6,0,323,32,4,46,0,4,0,HARD,2
1,2,11,5,1,0,0,0,39,6,8,0,9,8,4,0,0,0,41,6,0,9,398,9,0,219,6,1,26,0,1,0,HARD,2
1,2,25,14,2,3,0,0,57,2,19,0,10,13,1,0,0,0,55,6,0,28,586,10,0,667,18,9,40,0,9,0,HARD,2
1,2,5,27,2,24,0,0,14,4,16,0,1,11,0,0,0,0,22,0,0,62,500,1,0,542,38,9,31,0,9,0,HARD,1
1,2,29,12,7,15,0,0,56,11,20,0,21,13,18,0,0,0,72,7,0,41,947,21,0,1007,21,13,43,0,13,0,HARD,1
1,2,13,17,4,7,0,0,80,8,60,0,7,36,8,0,0,0,61,6,0,41,887,7,0,693,23,15,57,0,15,0,HARD,2
1,2,5,10,0,3,0,0,15,3,18,0,11,14,2,0,0,0,37,6,0,21,351,11,0,166,16,1,41,0,1,0,HARD,2
1,2,3,33,7,11,0,0,36,7,21,0,17,13,5,0,0,0,39,8,0,74,812,17,0,694,47,19,77,0,19,0,HARD,2
1,2,6,15,3,5,0,0,43,4,27,0,13,20,3,0,0,0,33,5,0,19,598,13,0,650,27,7,52,0,7,0,HARD,2
1,2,4,4,0,5,0,0,15,5,12,0,11,12,3,0,0,0,37,6,0,20,376,11,0,196,11,1,34,0,1,0,HARD,2
1,2,5,6,4,13,0,0,48,0,31,0,5,21,3,0,0,0,28,2,0,40,510,5,0,525,10,6,29,0,6,0,HARD,1
1,2,11,7,4,11,0,0,58,7,35,0,22,23,7,0,0,0,57,6,0,59,962,22,0,867,11,8,71,0,8,0,HARD,2
1,2,4,22,2,4,0,0,44,10,22,0,17,13,1,0,0,0,25,4,0,32,697,17,0,580,34,8,48,0,8,0,HARD,2
1,2,5,7,2,3,0,0,38,6,16,0,10,10,1,0,0,0,25,5,0,23,636,10,0,419,11,7,45,0,7,0,HARD,2
1,2,4,11,9,11,0,0,51,9,31,0,17,23,7,0,0,0,26,4,0,54,498,17,0,796,18,23,49,0,23,0,HARD,1
1,2,7,9,7,29,0,0,69,5,14,0,9,9,4,0,0,0,54,5,0,58,667,9,0,985,15,23,49,0,23,0,HARD,1
1,2,11,9,0,2,0,0,6,7,18,0,11,15,1,0,0,0,30,5,0,13,325,11,0,173,20,0,26,0,0,0,HARD,2
1,2,22,8,2,14,0,0,50,5,21,0,14,10,5,0,0,0,61,3,0,62,916,14,0,833,22,9,54,0,9,0,HARD,2
1,2,17,16,5,12,0,0,47,3,11,0,11,6,1,0,0,0,45,3,0,55,571,11,0,676,18,18,57,0,18,0,HARD,1
1,2,4,10,4,7,0,0,46,2,15,0,20,10,2,0,0,0,33,8,0,21,442,20,0,422,14,8,55,0,8,0,HARD,2
1,2,9,2,0,1,0,0,37,2,41,0,14,28,3,0,0,0,57,4,0,20,412,14,0,377,4,4,22,0,4,0,HARD,2
1,2,2,7,7,8,0,0,34,2,8,0,1,5,3,0,0,0,10,1,0,28,122,1,0,361,8,13,19,0,13,0,HARD,1
1,2,15,17,1,3,0,0,32,0,4,0,9,4,4,0,0,0,42,4,0,21,517,9,0,399,27,6,23,0,6,0,HARD,2
1,2,20,17,2,28,0,0,17,3,18,0,2,15,8,0,0,0,35,1,0,64,592,2,0,591,24,5,25,0,5,0,HARD,1
1,2,5,22,9,20,0,0,40,5,16,0,19,13,10,0,0,0,30,9,0,50,651,19,0,465,43,19,42,0,19,0,HARD,2
1,2,21,40,6,14,0,0,26,9,25,0,11,16,4,0,0,0,54,4,0,70,706,11,0,683,51,17,53,0,17,0,HARD,1
1,2,13,12,5,16,0,0,45,2,10,0,10,7,4,0,0,0,42,5,0,50,458,10,0,512,17,11,63,0,11,0,HARD,1
1,2,17,17,0,5,0,0,29,4,16,0,4,11,2,0,0,0,44,2,0,20,510,4,0,427,25,0,22,0,0,0,HARD,2
1,2,17,19,2,2,0,0,34,3,23,0,6,15,3,0,0,0,31,1,0,36,583,6,0,677,27,7,39,0,7,0,HARD,1
1,2,12,19,5,4,0,0,54,1,34,0,13,27,7,0,0,0,58,3,0,41,618,13,0,733,25,16,26,0,16,0,HARD,1
1,2,22,15,2,11,0,0,64,4,32,0,10,21,7,0,0,0,66,4,0,29,827,10,0,789,24,6,40,0,6,0,HARD,2
1,2,7,11,6,7,0,0,35,4,16,0,3,5,6,0,0,0,21,1,0,35,172,3,0,435,14,11,24,0,11,0,HARD,1
1,2,13,3,5,2,0,0,43,4,51,0,5,30,5,0,0,0,46,2,0,31,427,5,0,608,6,13,16,0,13,0,HARD,1
1,2,5,10,2,6,0,0,33,2,22,0,10,17,2,0,0,0,41,5,0,18,541,10,0,367,18,2,32,0,2,0,HARD,2
1,2,7,14,3,16,0,0,26,2,20,0,7,13,3,0,0,0,52,5,0,42,641,7,0,632,28,5,35,0,5,0,HARD,2
1,2,5,12,6,9,0,0,36,2,12,0,5,6,4,0,0,0,25,2,0,36,425,5,0,468,15,10,25,0,10,0,HARD,1
1,2,6,5,6,11,0,0,59,1,28,0,8,19,3,0,0,0,43,2,0,27,437,8,0,517,11,14,13,0,14,0,HARD,1
1,2,23,23,1,19,0,0,46,3,28,0,8,19,2,0,0,0,67,2,0,67,939,8,0,960,29,6,40,0,6,0,HARD,2
1,2,14,28,4,26,0,0,28,3,12,0,4,6,4,0,0,0,40,2,0,66,565,4,0,554,51,8,36,0,8,0,HARD,1
1,2,4,7,4,14,0,0,40,1,11,0,0,10,6,0,0,0,24,0,0,30,347,0,0,534,8,7,23,0,7,0,HARD,1
1,2,23,15,0,15,0,0,28,5,16,0,16,11,1,0,0,0,49,4,0,40,508,16,0,377,29,3,39,0,3,0,HARD,2
1,2,12,22,3,17,0,0,37,5,17,0,15,12,4,0,0,0,37,5,0,52,741,15,0,802,35,12,56,0,12,0,HARD,2
1,2,3,11,5,15,0,0,53,1,33,0,16,22,7,0,0,0,43,7,0,64,785,16,0,717,19,7,50,0,7,0,HARD,2
1,2,3,8,7,5,0,0,49,2,28,0,2,23,6,0,0,0,26,1,0,21,121,2,0,426,9,14,12,0,14,0,HARD,1
1,2,16,7,4,5,0,0,24,10,22,0,16,17,4,0,0,0,44,9,0,28,541,16,0,436,9,9,52,0,9,0,HARD,2
1,2,14,17,3,8,0,0,33,2,15,0,20,13,4,0,0,0,64,7,0,32,860,20,0,629,30,7,51,0,7,0,HARD,2
1,2,10,25,5,17,0,0,37,5,19,0,10,14,5,0,0,0,46,4,0,54,463,10,0,545,37,17,51,0,17,0,HARD,2
1,2,40,8,2,25,0,0,33,4,56,0,2,33,6,0,0,0,73,1,0,47,591,2,0,679,10,6,13,0,6,0,HARD,1
1,2,8,11,2,17,0,0,40,10,14,0,15,8,1,0,0,0,31,6,0,41,594,15,0,422,15,6,71,0,6,0,HARD,2
1,2,15,9,1,6,0,0,23,3,30,0,11,17,0,0,0,0,36,5,0,35,483,11,0,321,9,1,39,0,1,0,HARD,2
1,2,16,17,2,11,0,0,50,0,9,0,3,6,5,0,0,0,38,0,0,43,518,3,0,641,19,14,24,0,14,0,HARD,1
1,2,24,10,0,30,0,0,11,2,25,0,6,20,3,0,0,0,55,1,0,56,649,6,0,625,21,1,29,0,1,0,HARD,2
1,2,11,25,2,19,0,0,48,4,18,0,11,11,5,0,0,0,38,1,0,48,698,11,0,806,36,8,34,0,8,0,HARD,1
1,2,22,9,1,7,0,0,19,2,20,0,14,17,5,0,0,0,46,5,0,21,441,14,0,313,12,3,16,0,3,0,HARD,2
1,2,4,22,6,9,0,0,30,2,22,0,3,12,5,0,0,0,18,2,0,55,277,3,0,452,27,16,39,0,16,0,HARD,1
1,2,3,12,1,6,0,0,18,3,11,0,8,6,4,0,0,0,18,5,0,18,461,8,0,303,22,6,40,0,6,0,HARD,2
1,2,3,8,9,4,0,0,72,5,24,0,12,15,4,0,0,0,36,7,0,36,640,12,0,877,13,16,66,0,16,0,HARD,1
1,2,15,11,1,8,0,0,24,9,18,0,10,13,5,0,0,0,49,7,0,35,689,10,0,466,18,7,43,0,7,0,HARD,2
1,2,11,15,3,20,0,0,30,0,10,0,0,7,5,0,0,0,21,0,0,55,309,0,0,557,17,12,19,0,12,0,HARD,1
1,2,17,7,2,9,0,0,39,2,45,0,0,25,6,0,0,0,43,0,0,26,456,0,0,556,11,4,8,0,4,0,HARD,1
1,2,5,15,2,18,0,0,22,3,13,0,6,12,4,0,0,0,36,1,0,52,616,6,0,679,21,2,29,0,2,0,HARD,1
1,2,4,11,0,2,0,0,25,1,27,0,18,20,0,0,0,0,43,7,0,20,478,18,0,234,16,7,28,0,7,0,HARD,2
1,2,0,16,7,9,0,0,24,3,26,0,2,19,3,0,0,0,17,1,0,39,250,2,0,464,20,14,29,0,14,0,HARD,1
1,2,7,17,2,15,0,0,52,10,50,0,18,40,8,0,0,0,42,4,0,51,772,18,0,600,22,10,57,0,10,0,HARD,2
1,2,25,13,0,6,0,0,29,2,19,0,8,12,2,0,0,0,53,3,0,26,576,8,0,453,18,3,26,0,3,0,HARD,2
1,2,15,14,3,4,0,0,55,4,44,0,10,26,9,0,0,0,57,3,0,50,849,10,0,820,21,5,40,0,5,0,HARD,1
1,2,7,10,3,13,0,0,32,4,40,0,4,27,0,0,0,0,37,0,0,47,569,4,0,531,12,11,16,0,11,0,HARD,1
1,2,30,30,1,21,0,0,47,5,38,0,13,26,3,0,0,0,81,3,0,48,901,13,0,730,56,3,30,0,3,0,HARD,2
1,2,5,26,4,15,0,0,32,3,24,0,9,18,4,0,0,0,34,4,0,70,786,9,0,849,35,13,61,0,13,0,HARD,1
1,2,7,6,1,2,0,0,44,5,17,0,17,11,3,0,0,0,43,6,0,14,484,17,0,301,9,6,44,0,6,0,HARD,2
1,2,6,12,4,17,0,0,25,4,12,0,1,9,2,0,0,0,27,0,0,52,353,1,0,545,13,13,33,0,13,0,HARD,1
1,2,3,19,0,8,0,0,25,3,17,0,6,16,3,0,0,0,33,4,0,21,479,6,0,298,28,6,26,0,6,0,HARD,2
1,2,4,22,7,10,0,0,51,4,47,0,8,34,3,0,0,0,46,4,0,42,847,8,0,734,26,19,35,0,19,0,HARD,1
1,2,23,16,3,25,0,0,74,7,14,0,12,10,4,0,0,0,71,3,0,66,969,12,0,1157,32,9,74,0,9,0,HARD,1
1,2,15,15,3,8,0,0,36,2,20,0,0,9,2,0,0,0,34,0,0,33,367,0,0,536,15,11,17,0,11,0,HARD,1
1,2,6,8,3,20,0,0,31,4,23,0,4,15,2,0,0,0,23,1,0,46,460,4,0,550,9,11,34,0,11,0,HARD,1
1,2,3,12,5,10,0,0,26,0,7,0,4,5,6,0,0,0,24,0,0,46,337,4,0,544,18,10,21,0,10,0,HARD,1
1,2,9,6,3,13,0,0,38,1,29,0,2,18,3,0,0,0,36,1,0,48,454,2,0,575,9,9,28,0,9,0,HARD,1
1,2,10,18,7,5,0,0,69,3,27,0,8,16,4,0,0,0,42,5,0,27,555,8,0,738,27,17,49,0,17,0,HARD,1
1,2,15,32,1,5,0,0,39,6,15,0,10,15,2,0,0,0,40,6,0,37,759,10,0,673,37,3,56,0,3,0,HARD,2
1,2,10,24,9,8,0,0,49,1,26,0,12,18,3,0,0,0,41,5,0,53,642,12,0,806,30,16,40,0,16,0,HARD,1
1,2,2,4,4,11,0,0,22,1,4,0,1,3,3,0,0,0,8,0,0,21,128,1,0,261,7,6,17,0,6,0,HARD,1
1,2,0,6,4,3,0,0,46,1,4,0,4,2,4,0,0,0,19,1,0,6,167,4,0,232,8,7,9,0,7,0,HARD,1
1,2,0,6,2,3,0,0,18,2,1,0,11,1,2,0,0,0,9,5,0,16,297,11,0,156,7,4,44,0,4,0,HARD,2
1,2,2,5,5,2,0,0,28,6,3,0,5,1,3,0,0,0,13,1,0,18,215,5,0,257,6,5,18,0,5,0,HARD,1
1,2,1,7,4,1,0,0,22,1,9,0,2,5,3,0,0,0,13,2,0,18,267,2,0,301,13,8,23,0,8,0,HARD,1
