@relation training

@attribute 'PLAYER1' numeric
@attribute 'PLAYER2' numeric
@attribute 'P2ACE' numeric
@attribute 'P1NETPOINTWON' numeric
@attribute 'P1BREAKPOINTWON' numeric
@attribute 'P1ACE' numeric
@attribute 'P1FIRSTSRVWON' numeric
@attribute 'P1FIRSTSRVIN' numeric
@attribute 'P2UNFERR' numeric
@attribute 'P1DOUBLEFAULT' numeric
@attribute 'P2NETPOINT' numeric
@attribute 'P1FORCEDERROR' numeric
@attribute 'P2BREAKPOINTMISSED' numeric
@attribute 'P2NETPOINTWON' numeric
@attribute 'P2DOUBLEFAULT' numeric
@attribute 'P2SECONDSRVIN' numeric
@attribute 'P2FIRSTSRVIN' numeric
@attribute 'P2SECONDSRVWON' numeric
@attribute 'P2WINNER' numeric
@attribute 'P2BREAKPOINTWON' numeric
@attribute 'P1SECONDSRVIN' numeric
@attribute 'P1WINNER' numeric
@attribute 'P2GAMESWON' numeric
@attribute 'P2BREAKPOINT' numeric
@attribute 'P2FORCEDERROR' numeric
@attribute 'P1GAMESWON' numeric
@attribute 'P1NETPOINT' numeric
@attribute 'P1BREAKPOINTMISSED' numeric
@attribute 'P1UNFERR' numeric
@attribute 'P2FIRSTSRVWON' numeric
@attribute 'P1BREAKPOINT' numeric
@attribute 'P1SECONDSRVWON' numeric
@attribute 'SURFACE' string
@attribute 'WINNER' {1,2}

@data
1,2,0,1,1,0,0,0,10,3,2,0,8,2,1,0,0,0,18,5,0,11,248,8,0,100,3,1,18,0,1,0,CLAY,2
1,2,4,1,3,1,0,0,38,2,3,0,6,1,4,0,0,0,17,2,0,15,433,6,0,391,3,7,21,0,7,0,CLAY,1
1,2,0,3,1,0,0,0,7,2,7,0,10,6,0,0,0,0,22,6,0,14,240,10,0,40,7,5,26,0,5,0,CLAY,2
1,2,3,2,5,3,0,0,37,5,4,0,14,4,3,0,0,0,32,7,0,20,461,14,0,322,8,9,34,0,9,0,CLAY,2
1,2,4,3,7,6,0,0,42,7,15,0,18,11,6,0,0,0,44,6,0,47,689,18,0,897,9,15,47,0,15,0,CLAY,2
1,2,4,2,1,0,0,0,7,0,15,0,7,8,0,0,0,0,21,5,0,17,256,7,0,86,3,1,16,0,1,0,CLAY,2
1,2,2,14,5,0,0,0,44,5,19,0,14,9,5,0,0,0,42,4,0,15,557,14,0,441,22,11,24,0,11,0,CLAY,1
1,2,1,26,9,1,0,0,40,7,30,0,17,18,5,0,0,0,33,6,0,39,353,17,0,468,36,18,39,0,18,0,CLAY,1
1,2,0,8,5,2,0,0,30,1,9,0,7,7,2,0,0,0,10,1,0,22,173,7,0,242,10,10,18,0,10,0,CLAY,1
1,2,1,1,3,1,0,0,26,3,17,0,11,14,6,0,0,0,26,6,0,16,360,11,0,153,2,9,23,0,9,0,CLAY,2
1,2,0,9,6,4,0,0,18,4,3,0,5,3,3,0,0,0,9,3,0,30,205,5,0,341,10,11,26,0,11,0,CLAY,1
1,2,0,2,6,3,0,0,29,1,14,0,2,8,7,0,0,0,12,1,0,10,137,2,0,196,5,12,12,0,12,0,CLAY,1
1,2,0,5,0,6,0,0,22,4,12,0,10,11,4,0,0,0,26,2,0,25,373,10,0,217,10,1,22,0,1,0,CLAY,2
1,2,2,6,5,2,0,0,38,3,6,0,11,3,5,0,0,0,38,6,0,17,410,11,0,321,8,8,31,0,8,0,CLAY,2
1,2,1,4,1,0,0,0,17,0,10,0,8,7,0,0,0,0,29,5,0,7,235,8,0,91,9,3,11,0,3,0,CLAY,2
1,2,1,2,1,0,0,0,28,2,9,0,6,8,4,0,0,0,24,4,0,10,332,6,0,190,2,6,22,0,6,0,CLAY,2
1,2,0,2,5,3,0,0,19,2,6,0,3,3,6,0,0,0,3,0,0,13,64,3,0,230,3,6,16,0,6,0,CLAY,1
1,2,4,7,4,1,0,0,25,5,11,0,12,5,2,0,0,0,34,6,0,29,326,12,0,306,17,13,37,0,13,0,CLAY,2
1,2,7,4,3,1,0,0,24,5,10,0,7,8,5,0,0,0,24,4,0,21,429,7,0,351,5,3,21,0,3,0,CLAY,2
1,2,2,14,3,1,0,0,24,4,3,0,10,2,3,0,0,0,24,5,0,46,588,10,0,510,19,8,45,0,8,0,CLAY,2
1,2,1,8,3,1,0,0,48,0,14,0,3,11,2,0,0,0,24,1,0,10,293,3,0,310,12,6,17,0,6,0,CLAY,1
1,2,5,13,1,1,0,0,21,1,3,0,10,2,3,0,0,0,23,4,0,11,299,10,0,143,17,4,20,0,4,0,CLAY,2
1,2,3,5,3,1,0,0,29,2,7,0,10,7,1,0,0,0,21,5,0,21,380,10,0,357,10,5,31,0,5,0,CLAY,2
1,2,1,7,1,1,0,0,7,3,6,0,7,4,0,0,0,0,14,5,0,25,314,7,0,124,13,7,34,0,7,0,CLAY,2
1,2,3,11,6,2,0,0,28,2,1,0,4,0,8,0,0,0,18,3,0,38,207,4,0,399,17,9,21,0,9,0,CLAY,1
1,2,2,16,3,0,0,0,28,2,19,0,9,16,1,0,0,0,30,4,0,25,511,9,0,561,22,7,38,0,7,0,CLAY,2
1,2,0,3,1,1,0,0,14,5,7,0,9,6,3,0,0,0,32,5,0,9,325,9,0,71,12,3,19,0,3,0,CLAY,2
1,2,0,5,6,3,0,0,31,3,28,0,20,21,10,0,0,0,41,9,0,28,375,20,0,329,6,16,32,0,16,0,CLAY,2
1,2,4,8,3,2,0,0,18,3,2,0,11,2,5,0,0,0,13,5,0,21,379,11,0,359,14,4,33,0,4,0,CLAY,2
1,2,2,10,5,4,0,0,39,5,22,0,7,19,2,0,0,0,28,4,0,16,352,7,0,428,17,12,24,0,12,0,CLAY,1
1,2,2,10,3,4,0,0,33,6,10,0,6,8,2,0,0,0,30,5,0,31,522,6,0,536,12,9,44,0,9,0,CLAY,2
1,2,3,1,4,0,0,0,34,1,4,0,8,4,8,0,0,0,25,8,0,8,335,8,0,295,1,11,24,0,11,0,CLAY,2
1,2,1,11,4,5,0,0,12,1,11,0,1,7,1,0,0,0,13,0,0,32,97,1,0,243,16,10,21,0,10,0,CLAY,1
1,2,0,16,5,3,0,0,31,1,13,0,13,8,2,0,0,0,37,4,0,48,398,13,0,531,26,12,37,0,12,0,CLAY,1
1,2,1,8,5,1,0,0,33,1,15,0,5,7,9,0,0,0,29,2,0,18,156,5,0,302,10,9,5,0,9,0,CLAY,1
1,2,0,8,6,0,0,0,27,1,18,0,10,12,1,0,0,0,33,7,0,42,585,10,0,456,25,18,47,0,18,0,CLAY,2
1,2,1,10,2,0,0,0,25,2,14,0,11,10,6,0,0,0,13,4,0,27,399,11,0,412,18,5,42,0,5,0,CLAY,2
1,2,1,7,2,2,0,0,14,1,10,0,12,8,1,0,0,0,19,8,0,9,220,12,0,95,11,6,20,0,6,0,CLAY,2
1,2,2,9,1,1,0,0,15,0,6,0,10,5,2,0,0,0,11,6,0,9,228,10,0,62,15,2,29,0,2,0,CLAY,2
1,2,1,2,1,1,0,0,20,4,5,0,12,5,1,0,0,0,17,4,0,15,270,12,0,224,3,3,25,0,3,0,CLAY,2
1,2,1,10,6,4,0,0,24,5,3,0,9,2,1,0,0,0,19,4,0,37,340,9,0,280,17,16,28,0,16,0,CLAY,1
1,2,0,14,5,2,0,0,25,2,12,0,7,10,0,0,0,0,30,6,0,27,428,7,0,425,22,11,27,0,11,0,CLAY,2
1,2,0,6,3,2,0,0,18,5,11,0,11,10,2,0,0,0,25,5,0,17,410,11,0,348,9,4,18,0,4,0,CLAY,2
1,2,1,4,4,0,0,0,45,4,6,0,4,5,2,0,0,0,30,4,0,9,315,4,0,278,7,7,21,0,7,0,CLAY,2
1,2,0,8,5,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,40,15,0,0,175,8,7,12,0,7,0,CLAY,1
1,2,12,6,5,3,0,0,39,0,4,0,10,2,11,0,0,0,42,6,0,15,362,10,0,275,8,10,22,0,10,0,CLAY,2
1,2,2,9,4,10,0,0,17,0,2,0,2,2,4,0,0,0,10,2,0,29,234,2,0,295,10,15,21,0,15,0,CLAY,1
1,2,2,8,8,1,0,0,41,0,10,0,1,6,4,0,0,0,18,0,0,27,103,1,0,326,8,19,15,0,19,0,CLAY,1
1,2,4,11,2,2,0,0,27,4,8,0,9,7,5,0,0,0,32,5,0,17,509,9,0,414,18,5,27,0,5,0,CLAY,2
1,2,14,17,2,5,0,0,26,0,15,0,6,11,7,0,0,0,45,4,0,34,635,6,0,599,25,3,31,0,3,0,CLAY,2
1,2,6,4,6,1,0,0,55,1,16,0,2,9,3,0,0,0,27,1,0,22,236,2,0,444,4,15,31,0,15,0,CLAY,1
1,2,1,0,0,0,0,0,4,2,3,0,4,2,0,0,0,0,7,3,0,0,61,4,0,0,1,0,10,0,0,0,CLAY,
1,2,18,22,7,5,0,0,61,3,38,0,16,24,10,0,0,0,71,5,0,44,1071,16,0,866,32,14,45,0,14,0,CLAY,1
1,2,2,6,5,2,0,0,45,1,15,0,2,10,1,0,0,0,19,0,0,19,244,2,0,392,6,8,26,0,8,0,CLAY,1
1,2,4,2,0,2,0,0,5,0,2,0,1,1,0,0,0,0,8,1,0,4,111,1,0,31,3,0,4,0,0,0,CLAY,
1,2,22,13,0,11,0,0,16,6,31,0,4,22,2,0,0,0,42,2,0,45,526,4,0,568,21,1,22,0,1,0,CLAY,2
1,2,12,24,6,14,0,0,37,9,20,0,6,11,6,0,0,0,49,4,0,61,607,6,0,683,31,18,35,0,18,0,CLAY,1
1,2,3,11,15,3,0,0,93,1,22,0,20,14,8,0,0,0,46,9,0,46,595,20,0,1016,13,31,68,0,31,0,CLAY,1
1,2,11,8,1,3,0,0,27,3,14,0,18,13,5,0,0,0,39,4,0,25,555,18,0,417,10,2,30,0,2,0,CLAY,2
1,2,3,4,6,8,0,0,57,1,12,0,3,7,1,0,0,0,26,2,0,23,378,3,0,495,6,17,35,0,17,0,CLAY,1
1,2,2,8,9,0,0,0,44,3,16,0,12,5,0,0,0,0,21,4,0,16,256,12,0,377,11,13,18,0,13,0,CLAY,1
1,2,7,11,5,3,0,0,28,2,10,0,6,4,1,0,0,0,27,1,0,33,285,6,0,500,17,10,42,0,10,0,CLAY,1
1,2,1,19,1,3,0,0,21,3,8,0,10,6,1,0,0,0,18,6,0,21,423,10,0,250,30,2,53,0,2,0,CLAY,2
1,2,2,10,3,5,0,0,28,1,16,0,12,9,5,0,0,0,23,8,0,37,521,12,0,418,22,7,62,0,7,0,CLAY,2
1,2,1,4,7,6,0,0,22,1,11,0,0,5,5,0,0,0,9,0,0,34,123,0,0,284,4,10,9,0,10,0,CLAY,1
1,2,0,16,8,3,0,0,59,4,12,0,6,5,8,0,0,0,33,2,0,47,260,6,0,504,25,18,44,0,18,0,CLAY,1
1,2,8,10,1,1,0,0,45,0,30,0,9,23,1,0,0,0,37,3,0,27,674,9,0,583,18,7,45,0,7,0,CLAY,2
1,2,1,18,8,10,0,0,28,4,20,0,12,12,2,0,0,0,28,4,0,58,406,12,0,564,22,17,47,0,17,0,CLAY,1
1,2,8,9,0,14,0,0,9,6,6,0,7,6,1,0,0,0,28,4,0,26,391,7,0,297,15,4,37,0,4,0,CLAY,2
1,2,15,9,4,8,0,0,40,5,24,0,12,18,3,0,0,0,51,7,0,35,652,12,0,456,16,7,44,0,7,0,CLAY,2
1,2,7,13,2,1,0,0,28,4,5,0,14,4,4,0,0,0,34,7,0,15,467,14,0,225,19,2,37,0,2,0,CLAY,2
1,2,4,11,6,6,0,0,36,0,8,0,1,6,1,0,0,0,30,1,0,33,269,1,0,431,13,13,12,0,13,0,CLAY,1
1,2,1,35,2,3,0,0,26,7,21,0,16,15,1,0,0,0,40,6,0,56,606,16,0,430,47,13,53,0,13,0,CLAY,2
1,2,5,11,1,5,0,0,15,2,3,0,13,1,1,0,0,0,17,7,0,20,344,13,0,146,18,1,34,0,1,0,CLAY,2
1,2,3,26,1,6,0,0,18,3,13,0,13,10,3,0,0,0,42,3,0,38,686,13,0,660,53,6,36,0,6,0,CLAY,2
1,2,3,8,6,5,0,0,34,1,10,0,2,7,5,0,0,0,30,1,0,36,350,2,0,468,15,13,26,0,13,0,CLAY,1
1,2,9,18,2,0,0,0,26,6,21,0,8,11,2,0,0,0,35,4,0,35,476,8,0,399,24,5,23,0,5,0,CLAY,2
1,2,18,18,6,5,0,0,49,0,32,0,10,16,8,0,0,0,68,4,0,39,977,10,0,906,28,9,26,0,9,0,CLAY,1
1,2,5,16,5,2,0,0,34,5,3,0,13,2,3,0,0,0,19,8,0,35,567,13,0,351,22,10,59,0,10,0,CLAY,2
1,2,2,11,4,15,0,0,21,4,1,0,6,0,4,0,0,0,15,1,0,50,306,6,0,431,17,6,36,0,6,0,CLAY,1
1,2,7,10,4,2,0,0,61,1,22,0,9,16,3,0,0,0,87,5,0,32,874,9,0,613,23,6,31,0,6,0,CLAY,2
1,2,9,11,3,0,0,0,43,1,17,0,8,15,4,0,0,0,50,5,0,19,490,8,0,551,15,6,24,0,6,0,CLAY,2
1,2,1,22,1,2,0,0,28,1,30,0,15,23,0,0,0,0,53,5,0,27,494,15,0,350,37,7,25,0,7,0,CLAY,2
1,2,1,11,6,3,0,0,46,3,26,0,10,17,4,0,0,0,39,3,0,38,463,10,0,674,17,16,34,0,16,0,CLAY,1
1,2,2,2,0,1,0,0,3,1,3,0,1,3,0,0,0,0,7,1,0,4,34,1,0,15,3,0,2,0,0,0,CLAY,
1,2,6,15,6,7,0,0,46,8,18,0,19,10,3,0,0,0,52,9,0,36,900,19,0,456,19,19,56,0,19,0,CLAY,2
1,2,23,13,0,11,0,0,36,3,26,0,1,22,3,0,0,0,49,1,0,37,734,1,0,701,16,2,16,0,2,0,CLAY,2
1,2,5,29,8,8,0,0,28,5,24,0,15,11,2,0,0,0,38,7,0,59,462,15,0,676,41,14,44,0,14,0,CLAY,1
1,2,7,23,8,4,0,0,71,7,14,0,13,6,11,0,0,0,41,5,0,50,761,13,0,821,37,16,68,0,16,0,CLAY,1
1,2,16,26,7,5,0,0,49,1,43,0,19,32,7,0,0,0,66,6,0,81,1945,19,0,1871,36,16,66,0,16,0,CLAY,2
1,2,11,18,3,9,0,0,30,10,11,0,9,4,6,0,0,0,39,6,0,32,535,9,0,506,34,8,36,0,8,0,CLAY,2
1,2,4,12,5,6,0,0,17,3,6,0,4,4,6,0,0,0,18,0,0,50,326,4,0,435,18,9,15,0,9,0,CLAY,1
1,2,24,5,0,1,0,0,44,2,24,0,9,13,3,0,0,0,53,3,0,26,571,9,0,513,6,10,26,0,10,0,CLAY,2
1,2,0,9,6,6,0,0,46,4,15,0,25,11,3,0,0,0,25,10,0,25,601,25,0,426,21,10,47,0,10,0,CLAY,2
1,2,7,7,0,3,0,0,19,5,19,0,11,15,1,0,0,0,40,5,0,13,411,11,0,218,13,0,21,0,0,0,CLAY,2
1,2,4,7,4,27,0,0,29,8,6,0,8,4,6,0,0,0,25,2,0,54,432,8,0,569,11,10,30,0,10,0,CLAY,1
1,2,4,17,1,6,0,0,26,3,17,0,6,14,3,0,0,0,34,4,0,43,612,6,0,506,24,1,45,0,1,0,CLAY,2
1,2,10,16,2,0,0,0,35,2,14,0,11,8,2,0,0,0,45,7,0,41,559,11,0,575,25,3,62,0,3,0,CLAY,2
1,2,6,11,0,5,0,0,22,5,6,0,9,6,2,0,0,0,25,7,0,15,342,9,0,143,16,2,37,0,2,0,CLAY,2
1,2,3,18,4,10,0,0,18,2,15,0,7,6,3,0,0,0,17,1,0,67,463,7,0,557,20,9,25,0,9,0,CLAY,1
1,2,1,0,0,0,0,0,7,2,1,0,0,1,0,0,0,0,8,0,0,1,34,0,0,20,0,0,4,0,0,0,CLAY,
1,2,3,5,4,10,0,0,45,1,18,0,4,12,4,0,0,0,31,0,0,27,396,4,0,545,7,6,16,0,6,0,CLAY,1
1,2,1,4,6,3,0,0,40,3,5,0,5,3,10,0,0,0,23,2,0,24,347,5,0,535,6,10,27,0,10,0,CLAY,1
1,2,7,11,5,9,0,0,26,3,24,0,2,16,1,0,0,0,29,2,0,47,499,2,0,655,12,15,30,0,15,0,CLAY,1
1,2,3,21,8,10,0,0,37,15,23,0,19,15,7,0,0,0,51,10,0,63,846,19,0,655,32,19,51,0,19,0,CLAY,2
1,2,6,18,5,9,0,0,80,11,37,0,11,25,9,0,0,0,60,2,0,51,931,11,0,1145,25,21,53,0,21,0,CLAY,1
1,2,15,4,2,3,0,0,67,5,15,0,11,10,13,0,0,0,44,6,0,18,668,11,0,563,8,4,44,0,4,0,CLAY,2
1,2,3,17,5,16,0,0,23,1,10,0,9,8,2,0,0,0,23,1,0,64,385,9,0,595,22,13,37,0,13,0,CLAY,1
1,2,7,15,1,6,0,0,28,0,12,0,6,9,2,0,0,0,33,2,0,44,743,6,0,772,25,4,47,0,4,0,CLAY,2
1,2,1,9,6,10,0,0,38,3,9,0,3,5,3,0,0,0,13,1,0,29,312,3,0,434,12,8,32,0,8,0,CLAY,1
1,2,9,11,3,0,0,0,33,2,13,0,15,9,3,0,0,0,40,8,0,16,462,15,0,199,16,10,23,0,10,0,CLAY,2
1,2,2,13,7,0,0,0,41,0,9,0,4,5,3,0,0,0,27,2,0,16,189,4,0,356,17,10,19,0,10,0,CLAY,1
1,2,4,11,6,7,0,0,28,9,14,0,12,10,2,0,0,0,34,3,0,47,425,12,0,631,13,11,40,0,11,0,CLAY,1
1,2,2,4,6,8,0,0,26,1,15,0,8,9,3,0,0,0,19,2,0,28,272,8,0,406,5,8,18,0,8,0,CLAY,1
1,2,6,17,3,24,0,0,16,1,25,0,0,16,6,0,0,0,30,0,0,49,369,0,0,502,27,9,13,0,9,0,CLAY,1
1,2,7,4,2,2,0,0,23,5,27,0,18,19,1,0,0,0,34,7,0,24,433,18,0,196,6,4,23,0,4,0,CLAY,2
1,2,1,13,6,5,0,0,40,4,12,0,6,8,1,0,0,0,25,2,0,45,347,6,0,502,15,21,41,0,21,0,CLAY,1
1,2,2,6,0,0,0,0,22,3,6,0,8,4,3,0,0,0,22,5,0,20,391,8,0,236,6,4,48,0,4,0,CLAY,2
1,2,2,8,8,6,0,0,42,2,18,0,15,12,2,0,0,0,32,4,0,28,412,15,0,514,10,14,28,0,14,0,CLAY,1
1,2,2,9,4,3,0,0,48,4,13,0,6,10,1,0,0,0,26,2,0,17,369,6,0,511,17,5,32,0,5,0,CLAY,1
1,2,3,1,7,8,0,0,48,9,21,0,13,13,2,0,0,0,33,4,0,27,548,13,0,555,4,7,28,0,7,0,CLAY,1
1,2,4,9,1,9,0,0,39,4,18,0,8,13,2,0,0,0,30,3,0,25,588,8,0,456,14,5,46,0,5,0,CLAY,2
1,2,3,30,3,2,0,0,26,6,21,0,11,13,2,0,0,0,39,2,0,52,510,11,0,563,46,9,33,0,9,0,CLAY,1
1,2,1,7,6,4,0,0,30,2,27,0,5,18,0,0,0,0,31,2,0,34,337,5,0,557,8,8,18,0,8,0,CLAY,1
1,2,9,18,1,2,0,0,21,4,8,0,20,8,1,0,0,0,31,7,0,27,395,20,0,140,30,6,37,0,6,0,CLAY,2
1,2,7,18,5,5,0,0,43,3,8,0,3,6,2,0,0,0,38,1,0,43,697,3,0,760,24,13,33,0,13,0,CLAY,1
1,2,3,26,3,9,0,0,16,3,13,0,24,10,1,0,0,0,23,6,0,46,576,24,0,505,38,4,67,0,4,0,CLAY,2
1,2,6,7,5,2,0,0,38,0,41,0,1,21,8,0,0,0,33,0,0,27,175,1,0,413,7,12,6,0,12,0,CLAY,1
1,2,34,7,0,5,0,0,54,4,49,0,7,29,2,0,0,0,78,1,0,43,877,7,0,937,9,9,28,0,9,0,CLAY,2
1,2,7,17,4,3,0,0,18,5,24,0,12,16,1,0,0,0,40,8,0,37,496,12,0,339,25,9,34,0,9,0,CLAY,2
1,2,9,6,0,4,0,0,23,8,8,0,19,6,3,0,0,0,30,6,0,19,443,19,0,308,16,1,43,0,1,0,CLAY,2
1,2,13,12,6,11,0,0,33,2,4,0,6,4,1,0,0,0,41,1,0,45,332,6,0,506,17,8,22,0,8,0,CLAY,1
1,2,9,8,1,1,0,0,34,4,16,0,10,11,2,0,0,0,29,4,0,20,455,10,0,359,11,2,36,0,2,0,CLAY,2
1,2,5,18,6,20,0,0,17,2,10,0,7,5,1,0,0,0,23,2,0,49,449,7,0,524,28,9,25,0,9,0,CLAY,1
1,2,1,2,1,4,0,0,33,0,18,0,11,14,2,0,0,0,31,7,0,13,392,11,0,172,6,3,21,0,3,0,CLAY,2
1,2,5,22,5,12,0,0,40,6,9,0,14,3,0,0,0,0,27,7,0,73,447,14,0,486,35,9,96,0,9,0,CLAY,2
1,2,5,7,5,10,0,0,65,2,28,0,11,15,3,0,0,0,63,7,0,42,635,11,0,534,9,14,35,0,14,0,CLAY,2
1,2,5,8,5,13,0,0,30,2,19,0,4,13,4,0,0,0,21,1,0,36,191,4,0,493,10,12,20,0,12,0,CLAY,1
1,2,1,9,5,19,0,0,26,3,13,0,4,10,4,0,0,0,12,1,0,49,297,4,0,463,11,11,32,0,11,0,CLAY,1
1,2,2,6,2,3,0,0,16,3,10,0,9,10,1,0,0,0,31,7,0,19,397,9,0,170,15,4,35,0,4,0,CLAY,2
1,2,2,7,7,0,0,0,36,1,31,0,8,17,5,0,0,0,26,2,0,29,316,8,0,469,8,10,10,0,10,0,CLAY,1
1,2,3,13,1,3,0,0,20,5,12,0,8,10,1,0,0,0,34,5,0,28,523,8,0,452,17,9,35,0,9,0,CLAY,2
1,2,7,4,0,6,0,0,0,1,2,0,5,1,0,0,0,0,18,1,0,11,140,5,0,92,8,0,7,0,0,0,CLAY,2
1,2,4,10,2,1,0,0,40,3,20,0,13,14,5,0,0,0,29,5,0,31,633,13,0,432,11,6,43,0,6,0,CLAY,2
1,2,11,16,6,10,0,0,57,9,37,0,11,24,8,0,0,0,64,4,0,57,689,11,0,851,21,18,49,0,18,0,CLAY,1
1,2,3,7,10,5,0,0,81,5,21,0,24,14,4,0,0,0,43,9,0,23,596,24,0,615,12,18,56,0,18,0,CLAY,1
1,2,2,14,2,0,0,0,21,1,15,0,9,7,0,0,0,0,39,7,0,15,370,9,0,243,21,9,25,0,9,0,CLAY,2
1,2,10,27,8,4,0,0,68,4,45,0,21,32,8,0,0,0,85,10,0,57,1422,21,0,1178,40,12,55,0,12,0,CLAY,2
1,2,1,20,9,12,0,0,36,2,13,0,6,8,3,0,0,0,20,4,0,62,446,6,0,635,28,15,54,0,15,0,CLAY,1
1,2,17,4,0,7,0,0,74,2,52,0,6,39,4,0,0,0,77,1,0,41,1051,6,0,1071,10,13,11,0,13,0,CLAY,2
1,2,19,13,0,3,0,0,30,2,9,0,12,8,5,0,0,0,45,4,0,21,442,12,0,307,23,1,29,0,1,0,CLAY,2
1,2,15,14,0,6,0,0,39,5,14,0,21,11,1,0,0,0,56,4,0,41,809,21,0,652,22,2,46,0,2,0,CLAY,2
1,2,8,27,6,19,0,0,26,7,10,0,15,7,2,0,0,0,26,5,0,60,544,15,0,713,36,12,74,0,12,0,CLAY,1
1,2,0,29,9,6,0,0,90,5,67,0,22,40,7,0,0,0,83,6,0,46,974,22,0,1050,38,23,24,0,23,0,CLAY,1
1,2,5,20,5,4,0,0,38,0,15,0,3,13,9,0,0,0,31,2,0,24,349,3,0,422,25,8,18,0,8,0,CLAY,1
1,2,5,13,3,5,0,0,37,5,9,0,22,6,3,0,0,0,33,7,0,42,736,22,0,590,14,11,64,0,11,0,CLAY,2
1,2,3,7,8,0,0,0,43,1,9,0,4,4,3,0,0,0,9,1,0,16,43,4,0,381,8,10,19,0,10,0,CLAY,1
1,2,2,17,2,9,0,0,24,4,13,0,16,11,4,0,0,0,47,7,0,42,703,16,0,488,27,7,40,0,7,0,CLAY,2
1,2,4,14,2,0,0,0,28,0,7,0,17,5,6,0,0,0,24,8,0,21,428,17,0,311,22,4,48,0,4,0,CLAY,2
1,2,4,11,2,1,0,0,50,2,19,0,19,12,3,0,0,0,35,4,0,38,720,19,0,652,24,6,45,0,6,0,CLAY,2
1,2,7,9,3,11,0,0,29,1,14,0,2,7,1,0,0,0,26,0,0,36,290,2,0,487,10,8,13,0,8,0,CLAY,1
1,2,7,14,7,13,0,0,59,4,42,0,7,28,3,0,0,0,42,5,0,53,816,7,0,933,26,12,53,0,12,0,CLAY,1
1,2,3,26,4,6,0,0,7,2,15,0,2,9,0,0,0,0,14,0,0,54,263,2,0,513,40,5,30,0,5,0,CLAY,1
1,2,1,4,1,5,0,0,18,2,9,0,9,5,1,0,0,0,18,7,0,16,407,9,0,112,13,2,38,0,2,0,CLAY,2
1,2,2,5,9,1,0,0,50,1,9,0,14,8,1,0,0,0,33,3,0,21,294,14,0,483,8,14,31,0,14,0,CLAY,1
1,2,1,9,4,4,0,0,48,5,27,0,18,22,2,0,0,0,42,7,0,40,657,18,0,406,15,13,61,0,13,0,CLAY,2
1,2,10,5,1,3,0,0,17,2,4,0,8,4,1,0,0,0,31,5,0,17,473,8,0,186,13,3,25,0,3,0,CLAY,2
1,2,4,17,1,21,0,0,19,4,10,0,9,7,1,0,0,0,37,3,0,49,700,9,0,498,28,2,40,0,2,0,CLAY,2
1,2,2,10,6,2,0,0,26,2,7,0,0,4,3,0,0,0,11,0,0,24,135,0,0,349,11,6,15,0,6,0,CLAY,1
1,2,9,10,2,13,0,0,25,5,10,0,10,6,1,0,0,0,30,5,0,40,487,10,0,429,11,7,44,0,7,0,CLAY,2
1,2,11,9,6,3,0,0,49,4,18,0,9,12,3,0,0,0,43,3,0,44,514,9,0,694,9,10,38,0,10,0,CLAY,1
1,2,2,10,4,4,0,0,12,4,0,0,7,0,0,0,0,0,7,0,0,37,109,7,0,389,11,9,36,0,9,0,CLAY,1
1,2,2,2,5,3,0,0,38,4,11,0,10,7,7,0,0,0,23,6,0,24,432,10,0,612,2,14,33,0,14,0,CLAY,2
1,2,0,11,11,0,0,0,35,7,23,0,14,15,1,0,0,0,34,8,0,33,513,14,0,583,15,22,20,0,22,0,CLAY,1
1,2,3,1,3,0,0,0,20,0,6,0,8,5,1,0,0,0,21,6,0,8,298,8,0,146,3,6,18,0,6,0,CLAY,2
1,2,2,8,3,1,0,0,33,7,14,0,10,8,1,0,0,0,27,5,0,19,267,10,0,344,12,4,32,0,4,0,CLAY,2
1,2,0,13,7,3,0,0,33,5,6,0,10,4,5,0,0,0,27,6,0,41,477,10,0,468,19,14,43,0,14,0,CLAY,1
1,2,3,3,1,0,0,0,15,2,6,0,11,4,1,0,0,0,19,5,0,9,249,11,0,148,8,3,19,0,3,0,CLAY,2
1,2,2,3,4,0,0,0,25,4,7,0,9,5,4,0,0,0,35,7,0,10,274,9,0,205,4,8,13,0,8,0,CLAY,2
1,2,1,5,6,0,0,0,29,5,7,0,7,4,4,0,0,0,16,2,0,18,243,7,0,352,7,12,21,0,12,0,CLAY,1
1,2,3,2,4,2,0,0,40,8,9,0,9,5,2,0,0,0,23,2,0,20,310,9,0,404,6,4,29,0,4,0,CLAY,1
1,2,2,9,5,13,0,0,21,8,17,0,15,14,1,0,0,0,23,6,0,50,508,15,0,433,14,9,52,0,9,0,CLAY,2
1,2,2,2,0,1,0,0,10,3,9,0,7,6,1,0,0,0,18,5,0,16,234,7,0,31,6,2,26,0,2,0,CLAY,2
1,2,2,11,5,0,0,0,23,2,9,0,14,4,3,0,0,0,25,8,0,28,538,14,0,345,24,10,55,0,10,0,CLAY,2
1,2,2,1,4,0,0,0,26,4,20,0,12,13,0,0,0,0,31,7,0,22,394,12,0,352,4,11,28,0,11,0,CLAY,2
1,2,6,7,3,0,0,0,68,3,15,0,13,13,0,0,0,0,45,6,0,18,617,13,0,540,13,8,52,0,8,0,CLAY,2
1,2,4,3,1,0,0,0,17,5,6,0,9,5,1,0,0,0,17,5,0,4,225,9,0,70,6,1,15,0,1,0,CLAY,2
