MATCH_ID,TOURNAMENT,YEAR,PLAYER1,PLAYER1_ID,PLAYER2,PLAYER2_ID,WINNER,P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2GAMESWON,P2BREAKPOINT,P2FORCEDERROR,P1GAMESWON,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,PLAYER1_WON_SETS,PLAYER2_WON_SETS
2012-ausopen-2405,AUS_OPEN,2012,Ekaterina Makarova,,Serena Williams,,,9,2,5,1,0,0,37,0,4,0,2,1,7,0,0,0,24,1,0,16,228,2,0,308,3,15,17,0,15,0,2,0
2012-ausopen-2406,AUS_OPEN,2012,Sabine Lisicki,,Maria Sharapova,,,1,5,3,3,0,0,47,4,6,0,12,5,8,0,0,0,23,5,0,21,494,12,0,291,9,10,29,0,10,0,1,2
2012-ausopen-2407,AUS_OPEN,2012,Sara Errani,,Jie Zheng,,,0,5,6,0,0,0,47,0,13,0,5,5,5,0,0,0,19,2,0,10,71,5,0,327,8,9,18,0,9,0,2,0
2012-ausopen-2408,AUS_OPEN,2012,Ana Ivanovic,,Petra Kvitova,,,7,5,1,4,0,0,23,7,15,0,6,8,2,0,0,0,30,3,0,14,381,6,0,308,9,4,26,0,4,0,0,2
2012-ausopen-2501,AUS_OPEN,2012,Caroline Wozniacki,,Kim Clijsters,,,4,5,4,3,0,0,40,1,10,0,13,9,1,0,0,0,39,6,0,13,519,13,0,341,12,5,26,0,5,0,0,2
2012-ausopen-2502,AUS_OPEN,2012,Victoria Azarenka,,Agnieszka Radwanska,,,1,21,10,2,0,0,31,6,8,0,11,4,5,0,0,0,16,5,0,39,283,11,0,479,26,17,38,0,17,0,2,1
2012-ausopen-2504,AUS_OPEN,2012,Sara Errani,,Petra Kvitova,,,1,11,4,1,0,0,44,1,18,0,14,14,2,0,0,0,36,6,0,17,334,14,0,291,20,11,25,0,11,0,0,2
2012-ausopen-2601,AUS_OPEN,2012,Kim Clijsters,,Victoria Azarenka,,,1,8,4,1,0,0,40,5,21,0,11,16,7,0,0,0,20,4,0,26,404,11,0,363,14,12,44,0,12,0,1,2
2012-ausopen-2602,AUS_OPEN,2012,Maria Sharapova,,Petra Kvitova,,,4,3,5,0,0,0,41,10,9,0,14,7,4,0,0,0,29,3,0,18,386,14,0,343,3,5,30,0,5,0,2,1
2012-ausopen-2701,AUS_OPEN,2012,Victoria Azarenka,,Maria Sharapova,,,1,7,5,0,0,0,30,4,6,0,4,3,3,0,0,0,14,1,0,14,127,4,0,247,8,7,12,0,7,0,2,0
2013-ausopen-1101,AUS_OPEN,2013,Novak Djokovic,,Paul-Henri Mathieu,,,5,9,4,9,0,0,32,2,13,0,3,7,4,0,0,0,27,0,0,31,301,3,0,458,11,7,15,0,7,0,3,0
2013-ausopen-1102,AUS_OPEN,2013,Ryan Harrison,,Santiago Giraldo,,,3,9,6,10,0,0,55,2,40,0,14,32,3,0,0,0,42,5,0,29,629,14,0,548,17,13,46,0,13,0,3,1
2013-ausopen-1105,AUS_OPEN,2013,Sam Querrey,,Daniel Munoz-De La Nava,,,5,17,4,27,0,0,39,2,15,0,0,12,6,0,0,0,31,0,0,56,599,0,0,637,22,9,43,0,9,0,3,1
2013-ausopen-1109,AUS_OPEN,2013,Juan Monaco,,Andrey Kuznetsov,,,5,4,4,1,0,0,49,3,15,0,15,11,6,0,0,0,28,9,0,9,524,15,0,303,7,11,46,0,11,0,0,3
2013-ausopen-1110,AUS_OPEN,2013,Kevin Anderson,,Paolo Lorenzi,,,5,22,3,9,0,0,38,2,36,0,7,25,3,0,0,0,38,3,0,55,686,7,0,687,33,8,48,0,8,0,3,1
2013-ausopen-1112,AUS_OPEN,2013,David Goffin,,Fernando Verdasco,,,5,9,5,6,0,0,58,12,19,0,9,12,9,0,0,0,45,6,0,28,659,9,0,539,12,13,54,0,13,0,2,3
2013-ausopen-1116,AUS_OPEN,2013,Michael Russell,,Tomas Berdych,,,5,14,2,1,0,0,37,2,23,0,12,16,2,0,0,0,29,6,0,16,511,12,0,405,19,8,42,0,8,0,0,3
2013-ausopen-1117,AUS_OPEN,2013,David Ferrer,,Olivier Rochus,,,0,19,6,2,0,0,31,0,18,0,5,13,2,0,0,0,23,2,0,30,279,5,0,408,24,15,17,0,15,0,3,0
2013-ausopen-1119,AUS_OPEN,2013,John Millman,,Tatsuma Ito,,,3,5,8,17,0,0,102,10,10,0,21,7,9,0,0,0,37,7,0,38,735,21,0,658,8,15,80,0,15,0,2,3
2013-ausopen-1120,AUS_OPEN,2013,Albert Ramos,,Marcos Baghdatis,,,21,20,4,5,0,0,80,9,29,0,16,21,3,0,0,0,61,5,0,52,1037,16,0,948,26,19,78,0,19,0,2,3
2013-ausopen-1121,AUS_OPEN,2013,Mikhail Youzhny,,Matthew Ebden,,,13,41,6,5,0,0,57,4,52,0,18,37,7,0,0,0,63,4,0,60,784,18,0,1003,55,12,66,0,12,0,3,2
2013-ausopen-1124,AUS_OPEN,2013,Victor Hanescu,,Kei Nishikori,,,6,13,2,6,0,0,50,3,20,0,16,15,5,0,0,0,46,7,0,29,712,16,0,456,22,6,38,0,6,0,1,3
2013-ausopen-1125,AUS_OPEN,2013,Nicolas Almagro,,Steve Johnson,,,21,11,7,34,0,0,61,6,30,0,5,19,8,0,0,0,59,2,0,62,875,5,0,943,16,15,29,0,15,0,3,2
2013-ausopen-1128,AUS_OPEN,2013,Simone Bolelli,,Jerzy Janowicz,,,12,11,2,3,0,0,38,3,9,0,9,4,4,0,0,0,31,6,0,23,463,9,0,517,18,5,44,0,5,0,0,3
2013-ausopen-1132,AUS_OPEN,2013,Lleyton Hewitt,,Janko Tipsarevic,,,14,20,3,5,0,0,38,3,16,0,13,10,1,0,0,0,47,5,0,40,625,13,0,666,31,5,48,0,5,0,0,3
2013-ausopen-1133,AUS_OPEN,2013,Juan Martin Del Potro,,Adrian Mannarino,,,4,7,6,7,0,0,35,0,9,0,0,6,5,0,0,0,20,0,0,24,65,0,0,336,7,10,8,0,10,0,3,0
2013-ausopen-1140,AUS_OPEN,2013,Marinko Matosevic,,Marin Cilic,,,9,12,0,2,0,0,33,8,18,0,10,13,3,0,0,0,34,4,0,19,477,10,0,477,19,11,40,0,11,0,0,3
2013-ausopen-1141,AUS_OPEN,2013,Gilles Simon,,Filippo Volandri,,,1,8,6,8,0,0,53,4,36,0,5,20,1,0,0,0,21,3,0,29,354,5,0,353,20,12,35,0,12,0,3,1
2013-ausopen-1144,AUS_OPEN,2013,Gael Monfils,,Alexandr Dolgopolov,,,7,19,7,26,0,0,55,16,36,0,7,26,5,0,0,0,46,4,0,56,739,7,0,851,28,16,57,0,16,0,3,1
2013-ausopen-1148,AUS_OPEN,2013,Robin Haase,,Andy Murray,,,4,8,2,2,0,0,20,1,16,0,13,10,1,0,0,0,25,8,0,18,414,13,0,158,15,7,35,0,7,0,0,3
2013-ausopen-1149,AUS_OPEN,2013,Jo-Wilfried Tsonga,,Michael Llodra,,,5,10,4,12,0,0,28,4,44,0,2,25,3,0,0,0,20,0,0,38,409,2,0,418,11,8,18,0,8,0,3,0
2013-ausopen-1150,AUS_OPEN,2013,Go Soeda,,Luke Saville,,,8,11,8,6,0,0,54,3,32,0,5,18,7,0,0,0,41,3,0,38,643,5,0,583,16,18,36,0,18,0,3,1
2013-ausopen-1151,AUS_OPEN,2013,James Duckworth,,Benjamin Mitchell,,,14,39,5,28,0,0,71,4,34,0,16,22,9,0,0,0,56,5,0,61,1112,16,0,1213,69,15,77,0,15,0,3,2
2013-ausopen-1153,AUS_OPEN,2013,Tommy Haas,,Jarkko Nieminen,,,19,30,5,17,0,0,69,8,26,0,10,16,4,0,0,0,66,5,0,64,994,10,0,965,47,12,83,0,12,0,2,3
2013-ausopen-1154,AUS_OPEN,2013,Ivan Dodig,,Di Wu,,,4,19,8,14,0,0,53,2,15,0,12,12,6,0,0,0,35,5,0,50,537,12,0,672,35,20,58,0,20,0,3,1
2013-ausopen-1156,AUS_OPEN,2013,Albert Montanes,,Richard Gasquet,,,13,2,1,6,0,0,26,5,18,0,10,14,0,0,0,0,45,6,0,23,466,10,0,259,2,1,31,0,1,0,0,3
2013-ausopen-1157,AUS_OPEN,2013,Milos Raonic,,Jan Hajek,,,3,10,4,30,0,0,40,5,9,0,5,5,1,0,0,0,24,1,0,57,508,5,0,535,17,15,50,0,15,0,3,1
2013-ausopen-1160,AUS_OPEN,2013,Steve Darcis,,Philipp Kohlschreiber,,,10,15,0,0,0,0,19,4,11,0,9,9,2,0,0,0,25,4,0,20,380,9,0,288,24,3,25,0,3,0,0,3
2013-ausopen-1162,AUS_OPEN,2013,Bernard Tomic,,Leonardo Mayer,,,4,9,5,6,0,0,22,0,19,0,0,10,2,0,0,0,18,0,0,28,211,0,0,321,12,7,15,0,7,0,3,0
2013-ausopen-1164,AUS_OPEN,2013,Benoit Paire,,Roger Federer,,,3,6,0,8,0,0,18,8,26,0,12,21,0,0,0,0,25,6,0,21,440,12,0,190,15,3,27,0,3,0,0,3
2013-ausopen-1201,AUS_OPEN,2013,Novak Djokovic,,Ryan Harrison,,,6,14,6,7,0,0,28,0,14,0,0,3,3,0,0,0,17,0,0,37,145,0,0,422,20,13,16,0,13,0,3,0
2013-ausopen-1202,AUS_OPEN,2013,Feliciano Lopez,,Radek Stepanek,,,13,15,0,14,0,0,14,5,27,0,9,17,2,0,0,0,31,5,0,30,397,9,0,250,28,2,35,0,2,0,0,3
2013-ausopen-1203,AUS_OPEN,2013,Sam Querrey,,Brian Baker,,,5,6,1,5,0,0,16,1,13,0,4,10,0,0,0,0,19,1,0,17,293,4,0,276,11,5,18,0,5,0,0,1
2013-ausopen-1204,AUS_OPEN,2013,Tobias Kamke,,Stanislas Wawrinka,,,11,4,2,0,0,0,51,4,23,0,11,18,4,0,0,0,34,3,0,11,390,11,0,490,12,7,26,0,7,0,0,2
2013-ausopen-1205,AUS_OPEN,2013,Andrey Kuznetsov,,Kevin Anderson,,,19,9,0,6,0,0,16,5,13,0,9,6,2,0,0,0,39,4,0,35,457,9,0,346,15,2,33,0,2,0,0,3
2013-ausopen-1206,AUS_OPEN,2013,Xavier Malisse,,Fernando Verdasco,,,2,7,2,3,0,0,30,5,7,0,15,6,3,0,0,0,31,8,0,14,408,15,0,216,10,6,45,0,6,0,0,3
2013-ausopen-1208,AUS_OPEN,2013,Guillaume Rufin,,Tomas Berdych,,,8,12,1,6,0,0,24,7,12,0,16,7,2,0,0,0,30,6,0,19,460,16,0,239,18,4,38,0,4,0,0,3
2013-ausopen-1209,AUS_OPEN,2013,David Ferrer,,Tim Smyczek,,,4,12,7,3,0,0,77,3,33,0,10,25,3,0,0,0,39,3,0,21,374,10,0,686,13,21,24,0,21,0,3,1
2013-ausopen-1210,AUS_OPEN,2013,Tatsuma Ito,,Marcos Baghdatis,,,6,12,2,2,0,0,32,1,19,0,17,11,2,0,0,0,25,6,0,25,537,17,0,268,15,4,53,0,4,0,1,3
2013-ausopen-1212,AUS_OPEN,2013,Carlos Berlocq,,Kei Nishikori,,,6,11,3,3,0,0,31,6,16,0,12,12,3,0,0,0,47,6,0,24,553,12,0,485,17,5,40,0,5,0,0,3
2013-ausopen-1213,AUS_OPEN,2013,Nicolas Almagro,,Daniel Gimeno-Traver,,,4,8,6,10,0,0,34,2,6,0,6,3,8,0,0,0,16,1,0,26,187,6,0,412,11,10,25,0,10,0,3,0
2013-ausopen-1214,AUS_OPEN,2013,Somdev Devvarman,,Jerzy Janowicz,,,15,11,4,9,0,0,88,3,71,0,20,50,12,0,0,0,91,9,0,33,999,20,0,698,19,18,20,0,18,0,2,3
2013-ausopen-1215,AUS_OPEN,2013,Julien Benneteau,,Edouard Roger-Vasselin,,,13,17,7,9,0,0,57,5,36,0,15,26,7,0,0,0,62,7,0,62,990,15,0,895,31,17,43,0,17,0,3,1
2013-ausopen-1216,AUS_OPEN,2013,Lukas Lacko,,Janko Tipsarevic,,,15,14,4,12,0,0,44,1,16,0,11,12,3,0,0,0,48,5,0,57,757,11,0,678,21,15,61,0,15,0,2,3
2013-ausopen-1217,AUS_OPEN,2013,Juan Martin Del Potro,,Benjamin Becker,,,10,14,5,22,0,0,23,2,11,0,1,8,3,0,0,0,33,0,0,50,136,1,0,439,16,10,18,0,10,0,3,0
2013-ausopen-1218,AUS_OPEN,2013,Jeremy Chardy,,Marcel Granollers,,,5,22,5,7,0,0,19,6,18,0,8,12,4,0,0,0,18,1,0,45,287,8,0,439,31,11,40,0,11,0,3,1
2013-ausopen-1220,AUS_OPEN,2013,Rajeev Ram,,Marin Cilic,,,9,17,0,1,0,0,22,1,10,0,13,8,2,0,0,0,45,4,0,16,469,13,0,311,23,0,27,0,0,0,0,3
2013-ausopen-1221,AUS_OPEN,2013,Gilles Simon,,Jesse Levine,,,7,12,4,12,0,0,67,8,19,0,10,14,5,0,0,0,39,3,0,46,604,10,0,666,14,12,55,0,12,0,3,1
2013-ausopen-1222,AUS_OPEN,2013,Yen-Hsun Lu,,Gael Monfils,,,29,22,5,10,0,0,72,5,18,0,8,14,23,0,0,0,59,4,0,45,814,8,0,840,35,10,49,0,10,0,2,3
2013-ausopen-1223,AUS_OPEN,2013,Florian Mayer,,Ricardas Berankis,,,5,5,0,4,0,0,18,3,15,0,10,10,0,0,0,0,36,6,0,14,330,10,0,210,9,3,23,0,3,0,0,3
2013-ausopen-1224,AUS_OPEN,2013,Joao Sousa,,Andy Murray,,,14,10,0,3,0,0,22,1,6,0,8,6,0,0,0,0,28,5,0,17,442,8,0,165,16,0,33,0,0,0,0,3
2013-ausopen-1225,AUS_OPEN,2013,Jo-Wilfried Tsonga,,Go Soeda,,,5,20,3,17,0,0,26,2,17,0,4,12,3,0,0,0,20,1,0,44,458,4,0,473,23,4,33,0,4,0,3,0
2013-ausopen-1226,AUS_OPEN,2013,James Duckworth,,Blaz Kavcic,,,22,39,4,25,0,0,48,6,29,0,21,21,8,0,0,0,71,6,0,76,1198,21,0,1036,56,12,72,0,12,0,2,3
2013-ausopen-1228,AUS_OPEN,2013,Alejandro Falla,,Richard Gasquet,,,13,12,1,7,0,0,13,1,15,0,13,9,1,0,0,0,41,6,0,25,349,13,0,190,20,2,36,0,2,0,0,3
2013-ausopen-1230,AUS_OPEN,2013,Amir Weintraub,,Philipp Kohlschreiber,,,12,5,0,8,0,0,14,3,8,0,6,5,0,0,0,0,40,3,0,31,550,6,0,478,14,3,40,0,3,0,0,3
2013-ausopen-1231,AUS_OPEN,2013,Daniel Brands,,Bernard Tomic,,,26,29,0,23,0,0,34,4,11,0,7,9,3,0,0,0,59,1,0,73,1018,7,0,998,36,1,41,0,1,0,1,3
2013-ausopen-1232,AUS_OPEN,2013,Nikolay Davydenko,,Roger Federer,,,9,6,0,9,0,0,42,3,17,0,13,12,2,0,0,0,35,3,0,17,576,13,0,337,9,0,39,0,0,0,0,3
2013-ausopen-1301,AUS_OPEN,2013,Novak Djokovic,,Radek Stepanek,,,4,14,3,7,0,0,37,1,58,0,2,30,3,0,0,0,26,0,0,37,422,2,0,473,16,11,19,0,11,0,3,0
2013-ausopen-1302,AUS_OPEN,2013,Sam Querrey,,Stanislas Wawrinka,,,13,20,1,11,0,0,31,3,19,0,8,15,5,0,0,0,45,3,0,43,688,8,0,610,29,4,29,0,4,0,0,3
2013-ausopen-1303,AUS_OPEN,2013,Kevin Anderson,,Fernando Verdasco,,,5,21,5,9,0,0,42,4,14,0,9,7,4,0,0,0,52,4,0,55,693,9,0,816,37,14,46,0,14,0,3,2
2013-ausopen-1304,AUS_OPEN,2013,Jurgen Melzer,,Tomas Berdych,,,12,9,0,3,0,0,19,1,21,0,10,17,1,0,0,0,42,5,0,26,486,10,0,147,13,1,29,0,1,0,0,3
2013-ausopen-1305,AUS_OPEN,2013,David Ferrer,,Marcos Baghdatis,,,4,7,6,5,0,0,42,1,23,0,5,15,1,0,0,0,16,2,0,25,207,5,0,442,10,9,30,0,9,0,3,0
2013-ausopen-1306,AUS_OPEN,2013,Evgeny Donskoy,,Kei Nishikori,,,7,3,1,5,0,0,33,1,8,0,7,8,1,0,0,0,29,4,0,13,531,7,0,386,5,4,37,0,4,0,0,3
2013-ausopen-1307,AUS_OPEN,2013,Nicolas Almagro,,Jerzy Janowicz,,,11,9,2,18,0,0,45,0,19,0,0,10,2,0,0,0,27,0,0,34,505,0,0,582,13,9,25,0,9,0,3,0
2013-ausopen-1308,AUS_OPEN,2013,Julien Benneteau,,Janko Tipsarevic,,,13,32,3,12,0,0,46,3,29,0,10,19,1,0,0,0,48,3,0,47,620,10,0,586,48,4,55,0,4,0,2,3
2013-ausopen-1309,AUS_OPEN,2013,Juan Martin Del Potro,,Jeremy Chardy,,,20,8,2,13,0,0,64,3,37,0,17,27,7,0,0,0,78,5,0,36,838,17,0,670,19,7,35,0,7,0,2,3
2013-ausopen-1310,AUS_OPEN,2013,Andreas Seppi,,Marin Cilic,,,13,8,9,6,0,0,67,5,24,0,19,18,5,0,0,0,38,7,0,36,692,19,0,731,15,17,66,0,17,0,3,2
2013-ausopen-1311,AUS_OPEN,2013,Gilles Simon,,Gael Monfils,,,9,30,8,0,0,0,94,4,24,0,25,15,11,0,0,0,49,9,0,45,881,25,0,887,49,25,84,0,25,0,3,2
2013-ausopen-1312,AUS_OPEN,2013,Ricardas Berankis,,Andy Murray,,,13,16,3,6,0,0,27,3,14,0,13,11,0,0,0,0,24,6,0,37,572,13,0,417,19,12,47,0,12,0,0,3
2013-ausopen-1313,AUS_OPEN,2013,Jo-Wilfried Tsonga,,Blaz Kavcic,,,1,20,7,7,0,0,23,0,2,0,5,1,4,0,0,0,8,1,0,45,186,5,0,382,25,9,24,0,9,0,3,0
2013-ausopen-1314,AUS_OPEN,2013,Ivan Dodig,,Richard Gasquet,,,10,28,2,9,0,0,28,3,23,0,13,16,1,0,0,0,48,5,0,39,554,13,0,548,41,5,47,0,5,0,1,3
2013-ausopen-1315,AUS_OPEN,2013,Milos Raonic,,Philipp Kohlschreiber,,,5,12,2,23,0,0,27,1,9,0,0,5,3,0,0,0,19,0,0,44,421,0,0,520,23,4,38,0,4,0,3,0
2013-ausopen-1316,AUS_OPEN,2013,Bernard Tomic,,Roger Federer,,,11,16,0,8,0,0,20,2,26,0,16,23,4,0,0,0,46,3,0,42,632,16,0,459,18,1,41,0,1,0,0,3
2013-ausopen-1401,AUS_OPEN,2013,Novak Djokovic,,Stanislas Wawrinka,,,16,25,7,7,0,0,93,5,55,0,18,39,2,0,0,0,69,7,0,51,1465,18,0,1361,33,15,66,0,15,0,3,3
2013-ausopen-1402,AUS_OPEN,2013,Kevin Anderson,,Tomas Berdych,,,6,17,2,11,0,0,28,1,29,0,12,21,2,0,0,0,39,5,0,38,729,12,0,561,29,7,42,0,7,0,0,3
2013-ausopen-1403,AUS_OPEN,2013,David Ferrer,,Kei Nishikori,,,1,9,7,6,0,0,65,3,25,0,13,20,3,0,0,0,30,2,0,24,237,13,0,487,13,11,24,0,11,0,3,0
2013-ausopen-1404,AUS_OPEN,2013,Nicolas Almagro,,Janko Tipsarevic,,,2,3,4,6,0,0,22,1,3,0,1,2,0,0,0,0,8,0,0,24,70,1,0,234,4,9,17,0,9,0,1,0
2013-ausopen-1405,AUS_OPEN,2013,Jeremy Chardy,,Andreas Seppi,,,9,22,6,11,0,0,44,10,23,0,11,17,3,0,0,0,34,2,0,47,439,11,0,614,25,15,42,0,15,0,3,1
2013-ausopen-1406,AUS_OPEN,2013,Gilles Simon,,Andy Murray,,,12,18,2,1,0,0,26,2,15,0,15,12,0,0,0,0,32,8,0,21,407,15,0,192,28,2,41,0,2,0,0,3
2013-ausopen-1407,AUS_OPEN,2013,Jo-Wilfried Tsonga,,Richard Gasquet,,,7,16,4,9,0,0,31,1,23,0,7,19,4,0,0,0,32,1,0,37,325,7,0,568,23,9,36,0,9,0,3,1
2013-ausopen-1408,AUS_OPEN,2013,Milos Raonic,,Roger Federer,,,14,18,0,19,0,0,12,5,13,0,7,12,1,0,0,0,34,3,0,37,564,7,0,348,28,0,41,0,0,0,0,3
2013-ausopen-1501,AUS_OPEN,2013,Novak Djokovic,,Tomas Berdych,,,8,8,6,10,0,0,43,2,26,0,4,21,5,0,0,0,31,1,0,47,386,4,0,511,9,14,25,0,14,0,3,1
2013-ausopen-1502,AUS_OPEN,2013,David Ferrer,,Nicolas Almagro,,,15,10,8,16,0,0,75,0,20,0,12,16,4,0,0,0,51,7,0,44,858,12,0,844,12,21,51,0,21,0,3,2
2013-ausopen-1503,AUS_OPEN,2013,Jeremy Chardy,,Andy Murray,,,7,15,2,6,0,0,20,3,16,0,11,14,1,0,0,0,32,8,0,25,470,11,0,163,23,5,30,0,5,0,0,3
2013-ausopen-1504,AUS_OPEN,2013,Jo-Wilfried Tsonga,,Roger Federer,,,6,28,5,20,0,0,47,1,53,0,18,43,3,0,0,0,49,4,0,66,970,18,0,831,44,9,61,0,9,0,2,3
2013-ausopen-1601,AUS_OPEN,2013,Novak Djokovic,,David Ferrer,,,1,9,7,6,0,0,32,0,4,0,0,2,3,0,0,0,11,0,0,30,126,0,0,322,11,7,16,0,7,0,3,0
2013-ausopen-1602,AUS_OPEN,2013,Andy Murray,,Roger Federer,,,5,15,6,21,0,0,60,0,37,0,6,27,2,0,0,0,43,2,0,62,777,6,0,891,22,16,47,0,16,0,3,2
2013-ausopen-1701,AUS_OPEN,2013,Novak Djokovic,,Andy Murray,,,7,31,3,8,0,0,46,3,12,0,4,9,5,0,0,0,29,0,0,47,653,4,0,768,37,11,61,0,11,0,3,1
2013-ausopen-2101,AUS_OPEN,2013,Victoria Azarenka,,Monica Niculescu,,,3,11,5,0,0,0,31,2,14,0,6,9,2,0,0,0,14,2,0,23,199,6,0,231,14,8,22,0,8,0,2,0
2013-ausopen-2104,AUS_OPEN,2013,Jamie Hampton,,Urszula Radwanska,,,2,17,4,1,0,0,20,0,4,0,2,3,0,0,0,0,8,1,0,33,181,2,0,304,19,12,26,0,12,0,2,0
2013-ausopen-2105,AUS_OPEN,2013,Varvara Lepchenko,,Polona Hercog,,,0,5,4,0,0,0,37,2,4,0,1,3,3,0,0,0,8,1,0,15,146,1,0,271,7,8,21,0,8,0,2,0
2013-ausopen-2109,AUS_OPEN,2013,Caroline Wozniacki,,Sabine Lisicki,,,5,4,6,3,0,0,57,2,17,0,13,10,3,0,0,0,45,5,0,12,316,13,0,374,5,12,8,0,12,0,2,1
2013-ausopen-2114,AUS_OPEN,2013,Svetlana Kuznetsova,,Lourdes Dominguez Lino,,,2,19,5,3,0,0,18,0,5,0,1,2,1,0,0,0,9,0,0,27,63,1,0,288,23,10,22,0,10,0,2,0
2013-ausopen-2116,AUS_OPEN,2013,Carla Suarez Navarro,,Sara Errani,,,0,11,8,0,0,0,30,0,5,0,10,1,2,0,0,0,12,6,0,28,245,10,0,324,11,11,31,0,11,0,2,0
2013-ausopen-2117,AUS_OPEN,2013,Serena Williams,,Edina Gallovits-Hall,,,0,5,6,5,0,0,19,2,2,0,0,2,8,0,0,0,1,0,0,18,0,0,0,166,5,9,11,0,9,0,2,0
2013-ausopen-2119,AUS_OPEN,2013,Ayumi Morita,,Anna Tatishvili,,,0,3,4,2,0,0,24,0,3,0,1,2,3,0,0,0,7,1,0,18,160,1,0,271,5,8,27,0,8,0,2,0
2013-ausopen-2121,AUS_OPEN,2013,Yanina Wickmayer,,Jarmila Gajdosova,,,6,2,6,1,0,0,41,4,1,0,11,0,6,0,0,0,18,3,0,11,262,11,0,279,3,7,16,0,7,0,2,0
2013-ausopen-2123,AUS_OPEN,2013,Rebecca Marino,,Shuai Peng,,,3,2,0,2,0,0,11,4,2,0,5,2,3,0,0,0,15,4,0,10,282,5,0,49,4,1,23,0,1,0,0,2
2013-ausopen-2124,AUS_OPEN,2013,Vania King,,Maria Kirilenko,,,1,6,2,1,0,0,21,2,15,0,11,14,2,0,0,0,23,5,0,14,255,11,0,182,10,3,25,0,3,0,0,2
2013-ausopen-2125,AUS_OPEN,2013,Nadia Petrova,,Kimiko Date-Krumm,,,1,4,1,3,0,0,18,3,5,0,11,5,2,0,0,0,17,6,0,9,305,11,0,42,7,5,38,0,5,0,0,2
2013-ausopen-2129,AUS_OPEN,2013,Sloane Stephens,,Simona Halep,,,0,4,6,3,0,0,18,4,5,0,1,4,1,0,0,0,4,1,0,19,48,1,0,224,4,9,12,0,9,0,2,0
2013-ausopen-2131,AUS_OPEN,2013,Melanie Oudin,,Laura Robson,,,11,2,1,3,0,0,30,3,5,0,10,4,4,0,0,0,28,5,0,10,286,10,0,139,3,2,24,0,2,0,0,2
2013-ausopen-2132,AUS_OPEN,2013,Francesca Schiavone,,Petra Kvitova,,,3,10,4,3,0,0,42,7,21,0,15,11,9,0,0,0,28,5,0,21,346,15,0,270,10,10,23,0,10,0,1,2
2013-ausopen-2133,AUS_OPEN,2013,Na Li,,Sesil Karatantcheva,,,1,4,4,1,0,0,19,1,5,0,4,1,6,0,0,0,6,0,0,21,146,4,0,297,10,8,31,0,8,0,2,0
2013-ausopen-2136,AUS_OPEN,2013,Coco Vandeweghe,,Sorana Cirstea,,,0,7,1,1,0,0,17,2,5,0,6,5,1,0,0,0,18,4,0,14,246,6,0,181,9,5,34,0,5,0,0,2
2013-ausopen-2137,AUS_OPEN,2013,Julia Goerges,,Vera Dushevina,,,4,13,4,6,0,0,27,7,10,0,12,6,4,0,0,0,20,4,0,41,408,12,0,403,15,7,40,0,7,0,2,1
2013-ausopen-2139,AUS_OPEN,2013,Yuxuan Zhang,,Jie Zheng,,,1,3,6,0,0,0,44,5,16,0,12,9,5,0,0,0,12,8,0,13,357,12,0,290,5,12,41,0,12,0,1,2
2013-ausopen-2140,AUS_OPEN,2013,Kai-Chen Chang,,Samantha Stosur,,,2,5,4,1,0,0,33,8,5,0,11,3,4,0,0,0,17,6,0,18,441,11,0,336,9,7,47,0,7,0,0,2
2013-ausopen-2141,AUS_OPEN,2013,Ana Ivanovic,,Melinda Czink,,,4,5,5,3,0,0,22,2,17,0,1,10,3,0,0,0,17,1,0,24,70,1,0,277,6,12,13,0,12,0,2,0
2013-ausopen-2144,AUS_OPEN,2013,Johanna Larsson,,Jelena Jankovic,,,0,2,3,0,0,0,23,3,10,0,14,6,3,0,0,0,16,7,0,6,312,14,0,112,6,10,36,0,10,0,0,2
2013-ausopen-2148,AUS_OPEN,2013,Bojana Bobusic,,Agnieszka Radwanska,,,3,6,3,2,0,0,16,1,14,0,16,9,0,0,0,0,10,7,0,17,295,16,0,187,13,3,41,0,3,0,0,2
2013-ausopen-2149,AUS_OPEN,2013,Angelique Kerber,,Elina Svitolina,,,1,5,5,2,0,0,31,1,9,0,6,6,3,0,0,0,22,2,0,22,258,6,0,271,9,7,24,0,7,0,2,0
2013-ausopen-2151,AUS_OPEN,2013,Casey Dellacqua,,Madison Keys,,,7,3,3,2,0,0,35,0,5,0,8,3,2,0,0,0,27,4,0,13,438,8,0,414,4,8,28,0,8,0,0,2
2013-ausopen-2155,AUS_OPEN,2013,Vesna Dolonc,,Olivia Rogowska,,,4,10,4,2,0,0,79,13,13,0,6,11,2,0,0,0,33,3,0,17,871,6,0,705,12,7,51,0,7,0,2,1
