MATCH_ID,TOURNAMENT,YEAR,PLAYER1,PLAYER1_ID,PLAYER2,PLAYER2_ID,WINNER,P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2GAMESWON,P2BREAKPOINT,P2FORCEDERROR,P1GAMESWON,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,PLAYER1_WON_SETS,PLAYER2_WON_SETS
2014-usopen-1132,US_OPEN,2014,Taro Daniel,,Milos Raonic,,,20,8,1,1,0,0,29,4,34,0,9,23,4,0,0,0,58,4,0,17,508,9,0,421,10,8,13,0,8,0,0,3
2014-usopen-1133,US_OPEN,2014,Tomas Berdych,,Lleyton Hewitt,,,2,8,6,9,0,0,36,0,8,0,7,7,9,0,0,0,11,2,0,43,361,7,0,483,17,19,51,0,19,0,3,0
2014-usopen-1136,US_OPEN,2014,Teymuraz Gabashvili,,Santiago Giraldo,,,6,10,6,11,0,0,36,7,7,0,13,6,5,0,0,0,38,5,0,47,548,13,0,634,13,10,46,0,10,0,3,1
2014-usopen-1137,US_OPEN,2014,Feliciano Lopez,,Ivan Dodig,,,11,26,3,14,0,0,23,5,17,0,15,14,7,0,0,0,34,5,0,42,553,15,0,478,39,6,50,0,6,0,2,2
2014-usopen-1138,US_OPEN,2014,Steve Johnson,,Tatsuma Ito,,,7,8,3,15,0,0,33,5,24,0,9,19,9,0,0,0,32,4,0,42,494,9,0,466,15,15,44,0,15,0,2,1
2014-usopen-1140,US_OPEN,2014,Kenny De Schepper,,Ernests Gulbis,,,10,15,1,2,0,0,20,10,16,0,11,13,7,0,0,0,35,6,0,12,394,11,0,172,28,2,21,0,2,0,0,3
2014-usopen-1141,US_OPEN,2014,Marin Cilic,,Marcos Baghdatis,,,1,2,2,3,0,0,17,1,2,0,0,2,4,0,0,0,5,0,0,8,91,0,0,152,2,2,12,0,2,0,1,0
2014-usopen-1143,US_OPEN,2014,Jerzy Janowicz,,Dusan Lajovic,,,7,14,6,20,0,0,35,8,23,0,6,18,4,0,0,0,38,4,0,58,742,6,0,735,26,15,51,0,15,0,3,1
2014-usopen-1144,US_OPEN,2014,Pablo Cuevas,,Kevin Anderson,,,29,15,3,10,0,0,53,9,32,0,14,20,5,0,0,0,61,5,0,47,915,14,0,744,19,17,47,0,17,0,2,3
2014-usopen-1145,US_OPEN,2014,Gilles Simon,,Radu Albot,,,3,10,4,13,0,0,37,1,17,0,7,11,3,0,0,0,18,0,0,40,295,7,0,488,15,8,25,0,8,0,3,0
2014-usopen-1146,US_OPEN,2014,Noah Rubin,,Federico Delbonis,,,12,5,2,1,0,0,21,1,17,0,15,11,1,0,0,0,30,8,0,19,384,15,0,190,12,4,29,0,4,0,0,3
2014-usopen-1147,US_OPEN,2014,Bernard Tomic,,Dustin Brown,,,12,13,1,21,0,0,41,0,51,0,3,29,3,0,0,0,45,0,0,49,673,3,0,732,15,9,24,0,9,0,3,0
2014-usopen-1148,US_OPEN,2014,Damir Dzumhur,,David Ferrer,,,5,20,3,0,0,0,41,4,21,0,12,17,4,0,0,0,34,8,0,21,424,12,0,233,28,9,36,0,9,0,1,3
2014-usopen-1149,US_OPEN,2014,Grigor Dimitrov,,Ryan Harrison,,,3,20,5,8,0,0,37,0,27,0,2,13,6,0,0,0,25,1,0,37,383,2,0,555,29,13,19,0,13,0,3,0
2014-usopen-1150,US_OPEN,2014,Carlos Berlocq,,Dudi Sela,,,5,17,3,12,0,0,25,5,29,0,12,25,1,0,0,0,38,5,0,42,544,12,0,531,21,7,51,0,7,0,1,3
2014-usopen-1152,US_OPEN,2014,Frank Dancevic,,Joao Sousa,,,10,24,4,17,0,0,37,2,35,0,8,23,7,0,0,0,44,4,0,50,979,8,0,911,30,14,51,0,14,0,2,3
2014-usopen-1153,US_OPEN,2014,Gael Monfils,,Jared Donaldson,,,4,8,5,8,0,0,36,6,18,0,6,11,3,0,0,0,28,1,0,29,340,6,0,541,9,12,34,0,12,0,3,0
2014-usopen-1155,US_OPEN,2014,Yoshihito Nishioka,,Paolo Lorenzi,,,4,1,0,1,0,0,18,5,32,0,11,21,0,0,0,0,20,5,0,8,269,11,0,67,3,0,26,0,0,0,0,2
2014-usopen-1156,US_OPEN,2014,Denis Istomin,,Richard Gasquet,,,9,14,2,18,0,0,21,1,16,0,12,11,2,0,0,0,38,4,0,44,648,12,0,579,23,3,36,0,3,0,0,3
2014-usopen-1157,US_OPEN,2014,Fabio Fognini,,Andrey Golubev,,,4,6,5,6,0,0,35,2,19,0,8,13,6,0,0,0,27,1,0,23,363,8,0,409,9,14,14,0,14,0,3,0
2014-usopen-1159,US_OPEN,2014,Filip Krajinovic,,Tim Smyczek,,,18,12,1,9,0,0,37,2,10,0,7,6,2,0,0,0,49,3,0,28,634,7,0,527,20,3,43,0,3,0,1,3
2014-usopen-1164,US_OPEN,2014,Marinko Matosevic,,Roger Federer,,,10,23,1,3,0,0,28,4,23,0,14,19,1,0,0,0,41,3,0,26,567,14,0,527,50,3,44,0,3,0,0,3
2014-usopen-1201,US_OPEN,2014,Novak Djokovic,,Paul-Henri Mathieu,,,2,7,7,13,0,0,31,0,11,0,1,5,9,0,0,0,16,0,0,33,106,1,0,328,13,12,16,0,12,0,3,0
2014-usopen-1202,US_OPEN,2014,Sam Querrey,,Guillermo Garcia-Lopez,,,1,14,3,16,0,0,24,1,7,0,2,5,7,0,0,0,15,0,0,39,323,2,0,450,22,7,34,0,7,0,3,0
2014-usopen-1203,US_OPEN,2014,Philipp Kohlschreiber,,Michael Llodra,,,0,6,2,5,0,0,6,1,16,0,0,8,0,0,0,0,5,0,0,15,45,0,0,113,8,2,8,0,2,0,1,0
2014-usopen-1204,US_OPEN,2014,Jan-Lennard Struff,,John Isner,,,30,15,0,3,0,0,18,6,10,0,6,4,1,0,0,0,54,3,0,26,519,6,0,457,20,1,25,0,1,0,0,3
2014-usopen-1205,US_OPEN,2014,Jo-Wilfried Tsonga,,Aleksandr Nedovyesov,,,2,20,4,13,0,0,24,4,21,0,8,15,2,0,0,0,21,1,0,38,286,8,0,438,24,8,27,0,8,0,3,0
2014-usopen-1206,US_OPEN,2014,Pablo Carreno Busta,,Benoit Paire,,,14,17,6,4,0,0,58,0,32,0,9,22,6,0,0,0,50,3,0,34,440,9,0,612,29,16,30,0,16,0,3,1
2014-usopen-1207,US_OPEN,2014,Fernando Verdasco,,Andrey Kuznetsov,,,9,14,2,7,0,0,52,8,29,0,9,25,10,0,0,0,40,4,0,37,780,9,0,667,17,10,52,0,10,0,2,3
2014-usopen-1208,US_OPEN,2014,Matthias Bachinger,,Andy Murray,,,6,22,0,7,0,0,17,3,20,0,12,16,1,0,0,0,36,4,0,24,452,12,0,303,34,3,24,0,3,0,0,3
2014-usopen-1209,US_OPEN,2014,Stan Wawrinka,,Thomaz Bellucci,,,7,15,4,16,0,0,37,2,17,0,3,13,5,0,0,0,31,3,0,51,564,3,0,603,19,14,43,0,14,0,3,1
2014-usopen-1210,US_OPEN,2014,Blaz Kavcic,,Jeremy Chardy,,,14,14,5,8,0,0,62,6,22,0,10,11,8,0,0,0,41,2,0,27,545,10,0,560,14,15,19,0,15,0,3,0
2014-usopen-1211,US_OPEN,2014,Nick Kyrgios,,Andreas Seppi,,,10,10,2,22,0,0,29,3,10,0,5,7,4,0,0,0,28,0,0,41,459,5,0,543,15,4,31,0,4,0,3,0
2014-usopen-1212,US_OPEN,2014,Simone Bolelli,,Tommy Robredo,,,8,36,1,10,0,0,36,2,9,0,11,5,2,0,0,0,29,4,0,64,889,11,0,762,47,8,67,0,8,0,2,3
2014-usopen-1213,US_OPEN,2014,Kei Nishikori,,Pablo Andujar,,,2,7,3,4,0,0,11,0,11,0,0,8,2,0,0,0,11,0,0,27,139,0,0,240,9,4,13,0,4,0,2,0
2014-usopen-1214,US_OPEN,2014,Matthew Ebden,,Leonardo Mayer,,,9,8,1,3,0,0,29,7,17,0,9,12,4,0,0,0,34,6,0,15,425,9,0,250,15,5,30,0,5,0,0,3
2014-usopen-1216,US_OPEN,2014,Peter Gojowczyk,,Milos Raonic,,,26,25,3,8,0,0,41,5,24,0,10,15,3,0,0,0,64,3,0,46,820,10,0,860,31,5,47,0,5,0,1,3
2014-usopen-1217,US_OPEN,2014,Tomas Berdych,,Martin Klizan,,,13,16,4,10,0,0,66,4,25,0,14,14,9,0,0,0,50,2,0,57,613,14,0,781,23,12,45,0,12,0,3,2
2014-usopen-1219,US_OPEN,2014,Feliciano Lopez,,Tatsuma Ito,,,7,31,2,19,0,0,43,9,29,0,7,18,6,0,0,0,41,2,0,50,662,7,0,658,50,10,49,0,10,0,3,1
2014-usopen-1220,US_OPEN,2014,Dominic Thiem,,Ernests Gulbis,,,20,13,5,5,0,0,78,7,26,0,7,19,10,0,0,0,53,3,0,36,538,7,0,701,18,18,41,0,18,0,3,2
2014-usopen-1221,US_OPEN,2014,Marin Cilic,,Illya Marchenko,,,6,19,3,10,0,0,38,10,12,0,5,8,5,0,0,0,28,0,0,39,447,5,0,584,23,10,42,0,10,0,3,0
2014-usopen-1222,US_OPEN,2014,Jerzy Janowicz,,Kevin Anderson,,,15,5,2,2,0,0,21,11,23,0,17,18,3,0,0,0,41,8,0,22,621,17,0,493,7,2,39,0,2,0,1,3
2014-usopen-1223,US_OPEN,2014,Gilles Simon,,Federico Delbonis,,,6,8,7,4,0,0,57,8,41,0,11,33,2,0,0,0,31,4,0,23,565,11,0,535,11,15,39,0,15,0,3,1
2014-usopen-1225,US_OPEN,2014,Grigor Dimitrov,,Dudi Sela,,,0,12,7,6,0,0,26,3,15,0,6,7,3,0,0,0,12,1,0,28,96,6,0,371,17,17,18,0,17,0,3,0
2014-usopen-1227,US_OPEN,2014,Gael Monfils,,Alejandro Gonzalez,,,2,7,7,8,0,0,37,10,29,0,8,16,4,0,0,0,13,2,0,45,326,8,0,515,9,17,43,0,17,0,3,0
2014-usopen-1228,US_OPEN,2014,Paolo Lorenzi,,Richard Gasquet,,,14,23,1,11,0,0,28,5,21,0,18,16,2,0,0,0,51,4,0,27,597,18,0,433,36,2,30,0,2,0,0,3
2014-usopen-1229,US_OPEN,2014,Fabio Fognini,,Adrian Mannarino,,,12,23,3,2,0,0,25,10,16,0,22,13,7,0,0,0,28,8,0,29,468,22,0,263,32,8,64,0,8,0,0,3
2014-usopen-1230,US_OPEN,2014,Tim Smyczek,,Roberto Bautista Agut,,,6,9,0,4,0,0,25,5,18,0,12,15,2,0,0,0,26,6,0,14,373,12,0,191,18,3,27,0,3,0,0,3
2014-usopen-1232,US_OPEN,2014,Sam Groth,,Roger Federer,,,9,25,2,8,0,0,21,8,24,0,11,16,4,0,0,0,36,5,0,37,395,11,0,432,56,2,30,0,2,0,0,3
2014-usopen-1301,US_OPEN,2014,Novak Djokovic,,Sam Querrey,,,7,12,7,5,0,0,33,1,13,0,4,8,3,0,0,0,18,2,0,25,117,4,0,399,18,12,19,0,12,0,3,0
2014-usopen-1302,US_OPEN,2014,Philipp Kohlschreiber,,John Isner,,,42,29,0,13,0,0,38,5,34,0,12,21,4,0,0,0,77,1,0,55,1011,12,0,889,39,5,28,0,5,0,3,1
2014-usopen-1303,US_OPEN,2014,Jo-Wilfried Tsonga,,Pablo Carreno Busta,,,3,15,3,14,0,0,30,2,20,0,6,13,1,0,0,0,19,0,0,32,330,6,0,436,20,11,29,0,11,0,3,0
2014-usopen-1304,US_OPEN,2014,Andrey Kuznetsov,,Andy Murray,,,4,17,4,3,0,0,37,4,27,0,16,25,5,0,0,0,47,8,0,33,599,16,0,411,22,10,49,0,10,0,1,3
2014-usopen-1306,US_OPEN,2014,Nick Kyrgios,,Tommy Robredo,,,4,21,3,20,0,0,15,3,11,0,6,9,3,0,0,0,33,4,0,55,537,6,0,597,34,9,47,0,9,0,1,3
2014-usopen-1307,US_OPEN,2014,Kei Nishikori,,Leonardo Mayer,,,9,7,6,4,0,0,29,2,19,0,10,12,5,0,0,0,25,1,0,25,315,10,0,358,8,11,19,0,11,0,3,0
2014-usopen-1308,US_OPEN,2014,Victor Estrella Burgos,,Milos Raonic,,,22,9,3,8,0,0,46,5,49,0,11,31,6,0,0,0,51,3,0,32,847,11,0,737,12,5,33,0,5,0,0,3
2014-usopen-1309,US_OPEN,2014,Tomas Berdych,,Teymuraz Gabashvili,,,4,8,4,13,0,0,34,5,6,0,2,5,10,0,0,0,22,0,0,31,263,2,0,445,9,7,23,0,7,0,3,0
2014-usopen-1310,US_OPEN,2014,Feliciano Lopez,,Dominic Thiem,,,6,20,2,4,0,0,24,1,8,0,12,8,6,0,0,0,18,6,0,24,452,12,0,311,42,8,43,0,8,0,0,3
2014-usopen-1311,US_OPEN,2014,Marin Cilic,,Kevin Anderson,,,12,8,6,13,0,0,53,8,27,0,7,14,7,0,0,0,31,4,0,33,527,7,0,561,10,20,34,0,20,0,3,1
2014-usopen-1312,US_OPEN,2014,Gilles Simon,,David Ferrer,,,4,6,7,9,0,0,52,1,28,0,11,22,4,0,0,0,34,3,0,30,405,11,0,573,12,9,30,0,9,0,3,1
2014-usopen-1313,US_OPEN,2014,Grigor Dimitrov,,David Goffin,,,4,15,7,7,0,0,42,10,26,0,16,16,6,0,0,0,29,5,0,29,290,16,0,477,22,11,36,0,11,0,3,1
2014-usopen-1314,US_OPEN,2014,Gael Monfils,,Richard Gasquet,,,0,4,6,11,0,0,20,5,37,0,1,22,0,0,0,0,18,1,0,50,241,1,0,384,6,9,21,0,9,0,3,0
2014-usopen-1315,US_OPEN,2014,Adrian Mannarino,,Roberto Bautista Agut,,,1,13,2,9,0,0,26,3,13,0,9,9,2,0,0,0,21,6,0,30,499,9,0,329,32,3,40,0,3,0,0,3
2014-usopen-1316,US_OPEN,2014,Marcel Granollers,,Roger Federer,,,13,19,2,5,0,0,27,3,44,0,20,28,0,0,0,0,57,9,0,25,429,20,0,250,29,8,20,0,8,0,1,3
2014-usopen-1401,US_OPEN,2014,Novak Djokovic,,Philipp Kohlschreiber,,,6,10,4,6,0,0,36,0,17,0,2,9,3,0,0,0,27,0,0,34,322,2,0,493,14,9,19,0,9,0,3,0
2014-usopen-1402,US_OPEN,2014,Jo-Wilfried Tsonga,,Andy Murray,,,11,23,2,6,0,0,18,6,27,0,13,25,3,0,0,0,45,5,0,32,549,13,0,556,36,5,43,0,5,0,0,3
2014-usopen-1403,US_OPEN,2014,Stan Wawrinka,,Tommy Robredo,,,5,27,4,18,0,0,31,6,6,0,8,6,2,0,0,0,19,2,0,75,646,8,0,753,34,6,58,0,6,0,3,1
2014-usopen-1404,US_OPEN,2014,Kei Nishikori,,Milos Raonic,,,35,15,5,8,0,0,72,7,34,0,9,21,10,0,0,0,86,4,0,53,1044,9,0,1022,21,19,41,0,19,0,3,2
2014-usopen-1405,US_OPEN,2014,Tomas Berdych,,Dominic Thiem,,,5,4,5,10,0,0,35,3,4,0,7,4,4,0,0,0,19,0,0,24,182,7,0,377,6,9,23,0,9,0,3,0
2014-usopen-1406,US_OPEN,2014,Marin Cilic,,Gilles Simon,,,16,26,3,23,0,0,31,4,20,0,10,13,3,0,0,0,45,3,0,70,837,10,0,822,33,13,76,0,13,0,3,2
2014-usopen-1407,US_OPEN,2014,Grigor Dimitrov,,Gael Monfils,,,14,22,1,11,0,0,30,4,9,0,4,6,6,0,0,0,29,3,0,31,623,4,0,609,34,7,38,0,7,0,0,3
2014-usopen-1408,US_OPEN,2014,Roberto Bautista Agut,,Roger Federer,,,8,6,1,2,0,0,25,4,46,0,13,33,5,0,0,0,36,6,0,20,564,13,0,269,10,7,29,0,7,0,0,3
2014-usopen-1501,US_OPEN,2014,Novak Djokovic,,Andy Murray,,,9,17,7,8,0,0,65,3,11,0,16,7,4,0,0,0,47,4,0,46,675,16,0,860,24,10,48,0,10,0,3,1
2014-usopen-1502,US_OPEN,2014,Stan Wawrinka,,Kei Nishikori,,,3,8,2,18,0,0,51,8,34,0,10,27,5,0,0,0,41,3,0,68,1043,10,0,1045,12,10,78,0,10,0,2,3
2014-usopen-1503,US_OPEN,2014,Tomas Berdych,,Marin Cilic,,,19,6,2,4,0,0,36,5,10,0,8,6,5,0,0,0,46,5,0,21,517,8,0,440,8,4,29,0,4,0,0,3
2014-usopen-1504,US_OPEN,2014,Gael Monfils,,Roger Federer,,,5,13,5,6,0,0,44,10,66,0,13,49,2,0,0,0,48,6,0,43,706,13,0,675,15,15,49,0,15,0,2,3
2014-usopen-1601,US_OPEN,2014,Novak Djokovic,,Kei Nishikori,,,5,8,4,13,0,0,34,4,10,0,7,7,4,0,0,0,37,5,0,38,582,7,0,529,14,13,35,0,13,0,1,3
2014-usopen-1602,US_OPEN,2014,Marin Cilic,,Roger Federer,,,12,8,4,13,0,0,17,1,20,0,2,9,1,0,0,0,28,1,0,43,294,2,0,449,12,8,23,0,8,0,3,0
2014-usopen-1701,US_OPEN,2014,Kei Nishikori,,Marin Cilic,,,17,5,1,2,0,0,27,1,12,0,11,10,3,0,0,0,38,5,0,19,426,11,0,217,7,9,30,0,9,0,0,3
2014-usopen-2101,US_OPEN,2014,Serena Williams,,Taylor Townsend,,,2,7,4,1,0,0,20,0,13,0,0,5,5,0,0,0,8,0,0,16,98,0,0,241,8,5,8,0,5,0,2,0
2014-usopen-2102,US_OPEN,2014,Francesca Schiavone,,Vania King,,,0,12,4,7,0,0,21,5,22,0,9,15,2,0,0,0,18,5,0,31,373,9,0,251,18,5,35,0,5,0,1,2
2014-usopen-2104,US_OPEN,2014,Mona Barthel,,Shuai Zhang,,,1,13,4,2,0,0,18,2,5,0,0,4,0,0,0,0,8,0,0,23,78,0,0,244,14,10,21,0,10,0,2,0
2014-usopen-2105,US_OPEN,2014,Samantha Stosur,,Lauren Davis,,,2,1,4,1,0,0,15,0,1,0,3,1,4,0,0,0,14,1,0,15,164,3,0,323,4,6,11,0,6,0,2,0
2014-usopen-2107,US_OPEN,2014,Coco Vandeweghe,,Donna Vekic,,,7,9,4,8,0,0,24,3,2,0,5,1,7,0,0,0,19,2,0,26,289,5,0,296,13,11,30,0,11,0,2,1
2014-usopen-2109,US_OPEN,2014,Flavia Pennetta,,Julia Goerges,,,1,4,6,2,0,0,43,4,20,0,11,14,6,0,0,0,32,3,0,12,269,11,0,378,4,9,16,0,9,0,2,1
2014-usopen-2111,US_OPEN,2014,Nicole Gibbs,,Caroline Garcia,,,3,8,4,4,0,0,25,4,5,0,11,2,4,0,0,0,20,2,0,16,285,11,0,298,11,10,20,0,10,0,2,1
2014-usopen-2116,US_OPEN,2014,Alison Riske,,Ana Ivanovic,,,4,4,2,1,0,0,16,3,9,0,12,5,1,0,0,0,19,6,0,7,244,12,0,71,6,5,17,0,5,0,0,2
2014-usopen-2117,US_OPEN,2014,Petra Kvitova,,Kristina Mladenovic,,,0,5,5,5,0,0,14,2,3,0,1,0,7,0,0,0,3,0,0,15,20,1,0,206,7,7,13,0,7,0,2,0
2014-usopen-2120,US_OPEN,2014,Jarmila Gajdosova,,Madison Keys,,,9,0,0,0,0,0,9,5,3,0,4,3,1,0,0,0,23,4,0,2,236,4,0,59,1,0,19,0,0,0,0,2
2014-usopen-2121,US_OPEN,2014,Svetlana Kuznetsova,,Marina Erakovic,,,2,6,5,7,0,0,39,6,15,0,13,11,4,0,0,0,31,6,0,25,464,13,0,493,9,9,43,0,9,0,1,2
2014-usopen-2124,US_OPEN,2014,Misaki Doi,,Victoria Azarenka,,,10,5,2,2,0,0,47,3,16,0,14,10,11,0,0,0,36,5,0,30,653,14,0,481,7,7,49,0,7,0,1,2
2014-usopen-2128,US_OPEN,2014,Grace Min,,Ekaterina Makarova,,,4,3,2,0,0,0,18,2,4,0,10,3,0,0,0,0,18,5,0,7,291,10,0,171,5,3,12,0,3,0,0,2
2014-usopen-2131,US_OPEN,2014,Sorana Cirstea,,Heather Watson,,,2,5,6,5,0,0,23,1,2,0,1,1,8,0,0,0,6,1,0,17,67,1,0,225,7,9,11,0,9,0,2,0
2014-usopen-2132,US_OPEN,2014,Olga Govortsova,,Eugenie Bouchard,,,2,6,0,0,0,0,11,4,9,0,6,5,1,0,0,0,19,4,0,10,238,6,0,96,11,3,17,0,3,0,0,2
2014-usopen-2133,US_OPEN,2014,Angelique Kerber,,Ksenia Pervak,,,0,8,6,1,0,0,56,2,21,0,9,16,9,0,0,0,35,4,0,25,474,9,0,431,9,14,28,0,14,0,2,1
2014-usopen-2136,US_OPEN,2014,Aleksandra Wozniak,,Kurumi Nara,,,0,8,2,0,0,0,10,6,5,0,8,4,3,0,0,0,7,6,0,10,211,8,0,63,9,3,28,0,3,0,0,2
2014-usopen-2137,US_OPEN,2014,Sloane Stephens,,Annika Beck,,,0,3,5,2,0,0,25,3,7,0,2,5,4,0,0,0,6,1,0,17,56,2,0,245,3,10,27,0,10,0,2,0
2014-usopen-2140,US_OPEN,2014,Bojana Jovanovski,,Jelena Jankovic,,,4,1,0,0,0,0,22,4,3,0,5,2,0,0,0,0,21,4,0,5,275,5,0,108,2,2,19,0,2,0,0,2
2014-usopen-2144,US_OPEN,2014,Amandine Hesse,,Alize Cornet,,,1,4,0,1,0,0,12,2,3,0,6,3,1,0,0,0,19,4,0,6,269,6,0,54,8,0,23,0,0,0,0,2
2014-usopen-2147,US_OPEN,2014,Shuai Peng,,Jie Zheng,,,0,3,5,0,0,0,21,1,14,0,4,9,3,0,0,0,14,2,0,17,166,4,0,283,5,8,8,0,8,0,2,0
2014-usopen-2148,US_OPEN,2014,Sharon Fichman,,Agnieszka Radwanska,,,2,2,1,0,0,0,6,1,10,0,9,6,0,0,0,0,23,6,0,5,151,9,0,33,7,2,24,0,2,0,0,2
2014-usopen-2149,US_OPEN,2014,Maria Sharapova,,Maria Kirilenko,,,0,1,5,0,0,0,23,5,8,0,1,5,4,0,0,0,12,1,0,15,157,1,0,259,1,10,18,0,10,0,2,0
2014-usopen-2151,US_OPEN,2014,Julia Glushko,,Madison Brengle,,,1,16,2,0,0,0,13,4,3,0,12,3,3,0,0,0,8,6,0,25,292,12,0,134,19,8,40,0,8,0,0,2
2014-usopen-2152,US_OPEN,2014,Francoise Abanda,,Sabine Lisicki,,,9,1,3,0,0,0,36,7,15,0,9,12,10,0,0,0,32,6,0,6,393,9,0,276,2,7,23,0,7,0,0,2
2014-usopen-2153,US_OPEN,2014,Andrea Petkovic,,Ons Jabeur,,,0,9,4,1,0,0,41,4,19,0,11,15,5,0,0,0,26,5,0,21,495,11,0,505,11,5,41,0,5,0,2,1
2014-usopen-2156,US_OPEN,2014,Magdalena Rybarikova,,Caroline Wozniacki,,,4,19,1,5,0,0,12,4,10,0,9,5,1,0,0,0,13,3,0,25,209,9,0,191,27,3,37,0,3,0,1,1
2014-usopen-2157,US_OPEN,2014,Sara Errani,,Kirsten Flipkens,,,1,8,7,0,0,0,32,1,25,0,9,17,0,0,0,0,26,3,0,12,284,9,0,299,8,13,12,0,13,0,2,0
2014-usopen-2160,US_OPEN,2014,Kimiko Date-Krumm,,Venus Williams,,,3,9,6,0,0,0,36,3,14,0,15,10,3,0,0,0,17,7,0,19,436,15,0,218,16,12,36,0,12,0,1,2
2014-usopen-2162,US_OPEN,2014,Johanna Konta,,Shahar Peer,,,1,9,1,2,0,0,19,5,9,0,9,4,5,0,0,0,17,4,0,15,395,9,0,165,14,8,34,0,8,0,0,2
2014-usopen-2164,US_OPEN,2014,Danielle Rose Collins,,Simona Halep,,,3,4,1,2,0,0,33,0,18,0,14,14,7,0,0,0,24,5,0,13,527,14,0,338,10,5,41,0,5,0,1,2
2014-usopen-2201,US_OPEN,2014,Serena Williams,,Vania King,,,0,9,6,4,0,0,16,5,9,0,2,5,3,0,0,0,5,0,0,25,27,2,0,224,10,11,15,0,11,0,2,0
2014-usopen-2202,US_OPEN,2014,Varvara Lepchenko,,Mona Barthel,,,0,5,4,1,0,0,30,4,4,0,0,2,2,0,0,0,8,0,0,14,150,0,0,240,6,10,9,0,10,0,2,0
2014-usopen-2203,US_OPEN,2014,Samantha Stosur,,Kaia Kanepi,,,8,23,4,1,0,0,36,5,9,0,5,7,9,0,0,0,27,4,0,34,551,5,0,492,25,8,34,0,8,0,1,2
2014-usopen-2204,US_OPEN,2014,Coco Vandeweghe,,Carla Suarez Navarro,,,1,13,1,4,0,0,18,3,1,0,8,1,4,0,0,0,16,4,0,21,305,8,0,213,24,6,29,0,6,0,0,2
2014-usopen-2205,US_OPEN,2014,Flavia Pennetta,,Shelby Rogers,,,0,5,5,4,0,0,33,0,14,0,4,9,1,0,0,0,20,2,0,18,219,4,0,275,7,5,12,0,5,0,2,0
2014-usopen-2206,US_OPEN,2014,Nicole Gibbs,,A.Pavlyuchenkova,,,4,7,8,2,0,0,54,5,16,0,9,11,15,0,0,0,26,6,0,20,475,9,0,598,12,12,42,0,12,0,2,1
2014-usopen-2207,US_OPEN,2014,Casey Dellacqua,,Qiang Wang,,,4,12,4,0,0,0,35,6,6,0,9,3,1,0,0,0,24,2,0,32,346,9,0,451,15,11,40,0,11,0,2,1
2014-usopen-2208,US_OPEN,2014,Karolina Pliskova,,Ana Ivanovic,,,8,4,5,7,0,0,29,3,9,0,4,5,7,0,0,0,27,3,0,25,334,4,0,306,11,13,19,0,13,0,2,0
2014-usopen-2209,US_OPEN,2014,Petra Kvitova,,Petra Cetkovska,,,1,10,4,4,0,0,25,3,4,0,1,3,6,0,0,0,6,1,0,23,162,1,0,365,14,15,29,0,15,0,2,0
2014-usopen-2210,US_OPEN,2014,Aleksandra Krunic,,Madison Keys,,,8,11,2,3,0,0,60,5,20,0,12,13,4,0,0,0,40,3,0,21,789,12,0,564,15,8,30,0,8,0,2,1
2014-usopen-2211,US_OPEN,2014,Marina Erakovic,,Elena Vesnina,,,2,5,7,1,0,0,52,4,21,0,12,14,7,0,0,0,23,7,0,17,402,12,0,487,7,12,39,0,12,0,1,2
2014-usopen-2212,US_OPEN,2014,Christina McHale,,Victoria Azarenka,,,1,9,2,0,0,0,24,4,21,0,15,21,6,0,0,0,23,6,0,10,353,15,0,265,12,9,30,0,9,0,0,2
2014-usopen-2213,US_OPEN,2014,Catherine Bellis,,Zarina Diyas,,,0,8,5,0,0,0,37,4,11,0,16,9,6,0,0,0,19,5,0,21,313,16,0,302,12,8,54,0,8,0,1,2
2014-usopen-2214,US_OPEN,2014,Polona Hercog,,Ekaterina Makarova,,,2,2,0,1,0,0,16,1,8,0,7,7,2,0,0,0,21,4,0,8,248,7,0,40,4,0,17,0,0,0,0,2
2014-usopen-2216,US_OPEN,2014,Sorana Cirstea,,Eugenie Bouchard,,,2,14,4,1,0,0,33,7,12,0,15,8,2,0,0,0,29,7,0,21,579,15,0,420,20,10,26,0,10,0,1,2
2014-usopen-2217,US_OPEN,2014,Angelique Kerber,,Alla Kudryavtseva,,,1,1,5,2,0,0,36,2,15,0,7,7,3,0,0,0,14,2,0,12,221,7,0,265,2,7,13,0,7,0,2,0
2014-usopen-2218,US_OPEN,2014,Belinda Bencic,,Kurumi Nara,,,0,8,7,4,0,0,40,6,14,0,14,13,4,0,0,0,31,4,0,23,380,14,0,406,12,14,41,0,14,0,2,1
2014-usopen-2219,US_OPEN,2014,Sloane Stephens,,Johanna Larsson,,,0,20,6,2,0,0,30,3,13,0,13,9,7,0,0,0,11,8,0,36,399,13,0,449,26,13,63,0,13,0,1,2
